x y species dbh height age
1 49.02 fasy 28.75 27.9 100
9.96 44.93 fasy 25 26.2 89
12.7 1.32 fasy 20.25 29.9 114
25.24 43.71 fasy 31.75 27.9 100
24.08 42.88 fasy 26.25 29.2 109
22.47 37.86 fasy 16.75 22.8 72
27.28 37.82 fasy 34.25 29.3 110
25.31 40.53 fasy 16.25 24.6 80
26.65 43.92 fasy 21.25 26.5 91
26.77 46.65 fasy 26.75 25.2 84
9.67 47.85 fasy 13.75 15.1 43
30.8 45.61 fasy 18 21.5 66
30.26 24.15 fasy 17.25 24.6 92
31.4 47.97 fasy 13 18.5 54
24.99 18.14 fasy 11 14.6 46
36.91 48.08 fasy 31 26.8 93
36.91 48.08 fasy 16 18.7 55
38.17 48.63 fasy 13.75 16.9 49
39.28 46.48 fasy 34.5 26.9 94
8.09 49.62 fasy 30 26.6 92
45.76 49.48 fasy 23.5 24.8 82
48.48 48.92 fasy 15.5 25.8 87
47.79 45.91 fasy 20 26 88
47.12 40.93 fasy 28.75 22.3 69
46.87 39.9 fasy 28.5 28.7 106
44.72 42.3 fasy 11 11.9 34
41.93 40.46 fasy 23.75 24.1 78
44.15 45.2 fasy 30.75 27.7 99
41.24 43.72 fasy 13.5 17.6 51
38.16 44.38 fasy 21.75 24.5 80
14.61 45.25 fasy 24.75 22.3 69
37.98 42.6 fasy 16.75 22.9 72
32.25 41.93 fasy 15 18 52
29.36 42.55 fasy 23.75 26.2 89
24.84 28.08 fasy 18.75 21.8 67
26.96 26.48 fasy 45.5 29.2 109
29.68 30.31 fasy 10.5 15.2 43
29.11 32.42 fasy 14.75 18.7 55
31.5 30.21 fasy 10.5 11.8 34
33.57 30.71 fasy 28 30.3 117
34.33 33.16 fasy 17.6 22.6 71
15.88 43.99 fasy 20.75 26.5 91
31.72 39.71 fasy 15.25 20.2 60
36.12 37.19 fasy 11 13.8 39
37.48 38.4 fasy 27.25 27.7 99
38.88 36.79 fasy 28.75 29.4 111
40.45 37.36 fasy 30.75 28.2 102
42.7 38.74 fasy 10.25 14.9 42
44.95 37.74 fasy 24.25 24.1 78
45.14 36.19 fasy 23.5 27.2 96
48.72 35.28 fasy 39 27.9 100
46.55 33.3 fasy 18.75 23.7 76
13.39 48.07 fasy 24.25 28.7 106
46.87 30.54 fasy 25.5 26.7 92
45.75 29.63 fasy 22 26.3 90
46.15 28.13 fasy 26.25 25.4 85
47.03 27.79 fasy 28.75 27.4 97
42.34 26.67 fasy 15.75 22.5 70
39.77 27.84 fasy 25.25 25.2 84
39.24 28.07 fasy 15.75 22.2 69
41.46 29.98 fasy 16.25 22.8 72
39.89 31.3 fasy 13.5 19.5 58
14.37 48.4 fasy 21.5 24.5 80
41.02 33.5 fasy 27.75 28.5 104
41.24 35.09 fasy 25 24.8 82
37.43 33.52 fasy 12.25 17.9 52
36.83 30.2 fasy 30.5 27.2 96
37.48 26.67 fasy 18.5 24 77
35.77 27.14 fasy 27.5 25.2 84
35.55 24.16 fasy 28.25 28.4 103
30.98 24.74 fasy 28.25 27.9 100
29.08 24.29 fasy 10 4.1 15
28.26 20.65 fasy 14.5 22.9 72
18.2 49.37 fasy 14.5 20.3 61
27.72 19.41 fasy 13.25 14.5 41
24.85 19.04 fasy 23.75 23.9 77
