x y species dbh height age
5.88 19.51 piab 6 4.2 14
13.77 10.36 piab 6.25 5 15
17.06 10.03 piab 6.5 4.9 15
15.98 8.77 bepe 9.25 5 11
13.82 11.38 piab 7.5 1.8 10
21.650000000000002 10.27 piab 7.25 5.5 16
20.97 9.75 piab 9.25 5.9 16
22.06 11.51 piab 6.25 5.2 15
22.5 11.93 piab 6.25 4.6 14
25.03 8.02 piab 7.5 5.4 16
24.82 6.71 piab 7.75 5.6 16
2.38 15.96 piab 7 5.1 15
24.17 6.86 piab 6.5 5.5 16
34.01 8.16 bepe 6.75 5.1 11
40.349999999999994 5.81 piab 6 4.8 15
42.11 3.99 piab 10.5 6.9 18
40.730000000000004 1.41 piab 7.75 5 15
35.89 2.08 piab 7.75 5 15
47.91 2.8 piab 6.5 6.4 17
46.879999999999995 2.77 piab 5.25 4.3 14
46.220000000000006 0.68 piab 5.5 5.5 16
46.52 0.76 piab 6 5.6 16
3.73 14.79 piab 11.75 7.2 18
47.68 0.25 piab 6 5.2 15
46.25 26.23 piab 5.5 3.9 13
47.53 32.14 piab 9 3.9 13
48.01 33.4 bepe 12.5 4.5 10
48.44 36.37 bepe 12.5 8.9 16
26.979999999999997 37.93 bepe 12.75 7.5 14
45.32 38.24 bepe 7 5.9 12
45.17 32.71 piab 6.5 4.6 14
43.86 31.33 bepe 7 4.5 10
4.23 10.99 piab 6.75 4.3 14
39.78 33.97 piab 5.25 7.2 18
38.63 33.37 bepe 7 6.8 13
36.46 35.14 bepe 5.75 5.4 11
36.120000000000005 33.46 piab 6.25 5 15
35.87 37.8 bepe 6.25 5.8 12
33.25 35.19 bepe 9.25 6.3 12
34.97 37.64 bepe 6.25 6.6 13
39.08 47.61 bepe 5.25 4.8 10
40.690000000000005 47.64 piab 5.25 3.9 13
14.55 48.02 piab 6.25 4.8 15
7.859999999999999 10.26 piab 5.25 3.9 13
32.57 14.77 piab 5.75 3.9 13
7.55 36.36 piab 5.25 3.7 13
20.4 6.72 piab 5.75 4.6 14
19.08 8.31 piab 9.5 4.8 15
20.29 9.3 saca 11.75 8.5 5
14.33 8.62 piab 7.75 6.2 17
15.83 6.63 bepe 13 4 9
13.67 5.25 piab 6.75 5.3 15
17.43 6.49 piab 7 4.6 14
8.57 8.04 piab 13.25 7 18
11.05 12.6 piab 9 6.3 17
7.31 9.26 piab 7 5.4 16
6.68 6.87 bepe 12 9 16
7.18 6.42 bepe 13 11.1 19
7.76 4.66 bepe 19.5 13.1 23
5.71 4.65 bepe 18 13 22
4.75 5.85 bepe 10 12.1 21
0.25 4.39 bepe 9 8.1 15
782 11.23 piab 5.5 3.9 13
11.06 12.18 piab 8.75 6.8 18
12.81 11.84 piab 7.75 5.8 16
13.57 12.01 piab 9 5.5 16
55.879999999999995 19.51 piab 6 4.2 14
