x y species dbh height age
47.03 47.34 fasy 6 4.9 17
35.87 34.75 fasy 68.25 35.4 162
45.63 38.5 fasy 50.25 36.8 175
47.94 32.01 fasy 79.5 35.1 159
47.13 28.15 fasy 43.5 35.9 166
42.92 13.56 fasy 51 35 158
41.02 12.13 fasy 52.25 33 140
34.67 16.07 fasy 38.5 32.9 139
29.67 15.74 fasy 44.25 35.1 159
29.88 24.27 fasy 56 36.4 171
46.76 41.2 fasy 54 40.7 211
24.69 14.07 fasy 57.5 30.5 119
24.26 46.06 fasy 46.25 35 158
27.34 37.39 fasy 71.5 39.5 200
20.24 39.57 fasy 58 35.6 164
16.18 46.77 fasy 61 38.1 187
11.81 44.24 fasy 78.5 32.8 138
0.51 32.21 fasy 48.75 40.7 211
0.25 30.75 fasy 40.25 34.8 156
39.04 48.4 fasy 53 40.1 205
8.65 33.17 fasy 69.25 41.1 215
13.59 37.53 fasy 61 40.4 208
12.29 26.22 fasy 40.75 36.8 175
9.65 24.97 fasy 31 31.8 130
4.08 24.34 fasy 49 35.8 165
0.87 25.38 fasy 53.75 38.3 189
1.49 16.58 fasy 36.25 33.8 147
4.83 17.15 fasy 40.25 35.8 165
10.24 20.17 fasy 33.25 33.6 145
13.53 21.42 fasy 33.25 33.8 147
40.54 41.06 fasy 36.75 34.5 153
21.31 21.84 fasy 45.75 33.3 143
20.17 13.41 fasy 44 34.4 152
18.48 11.79 fasy 47.25 34.8 156
21.76 8.86 fasy 76 37.9 185
13.28 12.83 fasy 38.25 37.5 181
11.88 17.36 fasy 51.75 33.6 145
11.7 9.04 fasy 26 35.4 162
5.77 8.83 fasy 75.25 40.7 211
4.08 7.87 fasy 51.75 35.3 161
27.28 10.38 fasy 44.75 35 158
38.52 39.14 fasy 42.5 37.2 178
29.78 8.09 fasy 52.5 35.2 160
32.65 2.06 fasy 43.25 34.7 155
36.06 10.28 fasy 33.75 32.8 138
36.43 0.25 fasy 54 34.3 152
42.3 9.31 fasy 19.75 11.6 33
32.68 40.34 fasy 54.5 38.1 187
29 32.81 fasy 34 40.7 211
31.47 32.92 fasy 46.5 39.1 196
97.03 47.34 fasy 6 4.9 17
85.87 34.75 fasy 68.25 35.4 162
95.63 38.5 fasy 50.25 36.8 175
97.94 32.01 fasy 79.5 35.1 159
