x y species dbh height age
0.53 49.65 piab 48.75 34.3 174
1.84 42.76 piab 38 28.9 123
3.09 35.75 fasy 82 30.3 177
4.89 36.43 fasy 40.5 28.1 154
9.54 43.14 piab 44.75 36.3 194
28.93 46.45 fasy 56.25 34.7 222
27.93 45.26 fasy 49.75 33.6 210
29.83 42.52 fasy 72.25 30.3 177
21.92 45.65 fasy 65.5 33.8 213
38.45 48.25 fasy 64 32.1 195
46.41 37.96 fasy 49.25 36.1 236
37.71 39.07 fasy 61.5 31.2 186
43.74 32.47 fasy 59.75 37.8 253
27.76 30.09 fasy 78.5 31.1 185
26.56 25.86 fasy 29 27.3 146
18.26 44.25 fasy 32.75 27.3 146
27.68 23.31 fasy 48.5 32.5 199
31.86 24.33 fasy 35.5 25.9 133
29.42 23.41 fasy 40.75 31.1 185
33.62 19.83 fasy 60.75 33.5 209
34.83 22.37 fasy 76.5 28.4 158
37.94 17.99 fasy 46.75 30.2 176
45.17 16.96 fasy 41.75 29.2 166
47.32 16.02 fasy 49.5 26.6 140
47.01 17.68 fasy 73.75 24.8 123
40.03 12.75 fasy 49.75 33.7 211
20.34 49.19 fasy 55.5 29.7 171
40.4 12.16 fasy 44.25 31.3 187
42.83 7.89 fasy 60.25 31.2 186
41.09 8.65 fasy 36.5 30.4 178
39.54 9.04 fasy 39.5 29.1 165
37.82 1.04 fasy 64.25 27.4 147
29.93 3.38 fasy 52.5 32.1 195
29.31 0.25 fasy 29.5 30 174
23.91 6.82 fasy 59.5 35.9 234
25.17 9.28 fasy 53 32.6 200
28.22 13.42 fasy 33.5 31 184
16.14 46.28 fasy 56.75 28.6 160
24.46 17.71 fasy 59.5 34.8 223
25.16 22.67 fasy 31.25 24.2 118
19.26 31.69 fasy 26.5 22.1 101
19.63 34.52 fasy 80.5 29.9 173
15.55 31.03 fasy 28.25 27.8 151
9.28 21.15 fasy 53.75 23.4 111
21.63 20.25 fasy 52.5 29.4 168
9.69 17.43 fasy 75 25.2 127
18.65 14.28 fasy 52 26.6 140
43.11 23.37 fasy 58 28.7 161
2.24 21.12 piab 40.25 32.6 157
2.18 25.15 piab 41 33.6 167
17.77 10.35 fasy 35.75 27.6 149
0.25 19.29 piab 30.5 31.3 145
20.33 7.96 fasy 54 39.7 273
4.1 14.44 piab 45.5 35.4 185
12.11 13.84 fasy 33.25 29.5 169
1.96 11.63 fasy 41.5 28.3 156
7.85 7.88 piab 52.5 36 191
8.89 46.33 piab 28.25 30.3 135
21.53 1.58 piab 41.75 33.4 165
0.79 8.27 piab 37.75 33.3 164
11.77 1.15 piab 49.5 34.7 178
1.47 5.44 piab 39.25 34.2 173
0 13.31 piab 40 31.8 149
4.55 48.74 piab 43.5 35.7 188
50.53 49.65 piab 48.75 34.3 174
51.84 42.76 piab 38 28.9 123
53.09 35.75 fasy 82 30.3 177
54.89 36.43 fasy 40.5 28.1 154
59.54 43.14 piab 44.75 36.3 194
78.93 46.45 fasy 56.25 34.7 222
77.93 45.26 fasy 49.75 33.6 210
79.83 42.52 fasy 72.25 30.3 177
71.92 45.65 fasy 65.5 33.8 213
88.45 48.25 fasy 64 32.1 195
96.41 37.96 fasy 49.25 36.1 236
87.71 39.07 fasy 61.5 31.2 186
93.74 32.47 fasy 59.75 37.8 253
77.76 30.09 fasy 78.5 31.1 185
76.56 25.86 fasy 29 27.3 146
68.26 44.25 fasy 32.75 27.3 146
77.68 23.31 fasy 48.5 32.5 199
81.86 24.33 fasy 35.5 25.9 133
79.42 23.41 fasy 40.75 31.1 185
83.62 19.83 fasy 60.75 33.5 209
84.83 22.37 fasy 76.5 28.4 158
87.94 17.99 fasy 46.75 30.2 176
95.17 16.96 fasy 41.75 29.2 166
97.32 16.02 fasy 49.5 26.6 140
97.01 17.68 fasy 73.75 24.8 123
90.03 12.75 fasy 49.75 33.7 211
70.34 49.19 fasy 55.5 29.7 171
90.4 12.16 fasy 44.25 31.3 187
92.83 7.89 fasy 60.25 31.2 186
91.09 8.65 fasy 36.5 30.4 178
89.54 9.04 fasy 39.5 29.1 165
87.82 1.04 fasy 64.25 27.4 147
79.93 3.38 fasy 52.5 32.1 195
79.31 0.25 fasy 29.5 30 174
73.91 6.82 fasy 59.5 35.9 234
75.17 9.28 fasy 53 32.6 200
78.22 13.42 fasy 33.5 31 184
66.14 46.28 fasy 56.75 28.6 160
74.46 17.71 fasy 59.5 34.8 223
75.16 22.67 fasy 31.25 24.2 118
69.26 31.69 fasy 26.5 22.1 101
69.63 34.52 fasy 80.5 29.9 173
65.55 31.03 fasy 28.25 27.8 151
59.28 21.15 fasy 53.75 23.4 111
71.63 20.25 fasy 52.5 29.4 168
59.69 17.43 fasy 75 25.2 127
68.65 14.28 fasy 52 26.6 140
93.11 23.37 fasy 58 28.7 161
52.24 21.12 piab 40.25 32.6 157
52.18 25.15 piab 41 33.6 167
67.77 10.35 fasy 35.75 27.6 149
50.25 19.29 piab 30.5 31.3 145
70.33 7.96 fasy 54 39.7 273
54.1 14.44 piab 45.5 35.4 185
62.11 13.84 fasy 33.25 29.5 169
51.96 11.63 fasy 41.5 28.3 156
57.85 7.88 piab 52.5 36 191
58.89 46.33 piab 28.25 30.3 135
71.53 1.58 piab 41.75 33.4 165
50.79 8.27 piab 37.75 33.3 164
61.77 1.15 piab 49.5 34.7 178
51.47 5.44 piab 39.25 34.2 173
50 13.31 piab 40 31.8 149
54.55 48.74 piab 43.5 35.7 188
0.53 99.65 piab 48.75 34.3 174
1.84 92.76 piab 38 28.9 123
3.09 85.75 fasy 82 30.3 177
4.89 86.43 fasy 40.5 28.1 154
9.54 93.14 piab 44.75 36.3 194
28.93 96.45 fasy 56.25 34.7 222
27.93 95.26 fasy 49.75 33.6 210
