x y species dbh height age
27.1 42.08 fasy 70 29.3 145
37.8 38.35 fasy 52.5 32.9 180
19.11 6.36 acps 27.25 21.4 130
5.15 3.35 tico 20.5 24.8 190
11.08 0.25 acpl 36 29.5 217
3.75 2.52 tico 12.5 20.4 141
3.75 2.52 tico 10.5 17 108
17.06 5.55 acpl 24.25 26.2 181
11.95 8.92 fasy 41.5 25.9 115
11.36 7.32 fasy 56.25 25.1 109
23.78 43.08 fasy 44.5 25 108
5.34 3.27 tico 21.75 24.5 187
4.23 5.04 tico 12.75 17.6 114
4.23 5.04 tico 9.25 4.3 33
2.86 8.05 tico 11 15 93
2.83 8.31 tico 9.5 15.3 95
1.12 0.72 tico 26.25 25.9 202
1.12 0.72 tico 12.5 17.6 114
21.85 42.15 fasy 73 29.9 151
17.88 39.89 fasy 65.75 30.8 160
15.19 39.26 fasy 34.25 21.8 86
15.76 36.79 fasy 37.5 33.8 189
15.43 34.54 fasy 54.5 31.2 164
12.07 38.86 fasy 60.25 31.7 168
11.14 41.8 fasy 32.5 23.9 100
7.92 41.19 acpl 12.5 12.5 65
36.25 35.38 fasy 67 34.1 192
31.57 34.43 fasy 27.75 17.1 62
31.56 37.74 fasy 20.75 16.5 59
46.08 26.56 fasy 60 30 152
29.51 30.24 acpl 23 23.9 156
28.78 26.39 acps 22 24.7 165
26.02 27.99 acps 29 30.5 228
34.17 49.27 abal 41.25 31.8 164
9.06 46.97 acps 22.5 22.6 142
6.68 46.17 acps 15.75 18.8 107
4.82 47.58 acps 36 24.7 165
0.46 48.45 tico 15 15.1 93
1.1 46.98 tico 8.75 5.8 40
4.21 44.44 acpl 12 12.6 66
4.1 43.22 acps 19.25 22.1 137
7.19 36.9 acpl 25 25.2 170
41.91 48.63 fasy 52.75 36.7 218
6.22 32 fasy 54.25 30.4 156
25.81 27.07 acps 13.75 22.5 141
24.52 27.38 acps 6.5 11.2 59
24.43 29.65 acpl 13 19.3 111
24.31 30.13 acps 12.25 21.9 135
21.65 28.42 acps 9.5 7.1 40
21.29 36.95 fasy 29.5 25.2 110
20.52 28.92 acpl 10.5 14.4 76
40.1 43.41 fasy 40.75 30.4 156
9.82 26.62 fasy 70.25 30.7 159
2.59 24.6 fasy 55.5 26.1 117
13.23 23.73 tico 7.25 7.3 47
14.9 21.95 tico 8.5 9.2 57
3.46 17.38 tico 8.25 9.6 59
3.25 18 acps 31.5 25.9 178
27.62 24.74 acps 33.75 33.1 257
36.24 18.41 fasy 54.5 33.5 186
37.81 19.36 fasy 67.5 35.9 210
44.7 16.33 fasy 50 30.2 154
42.91 21.8 fasy 31.25 18.8 70
43.72 22.09 fasy 48.25 29.4 146
45.54 16.48 fasy 16.25 6.7 26
49.21 15.09 lade 66.25 37.3 170
37.25 41.48 fasy 18.25 10.5 38
12.82 16.35 abal 45.75 28.7 136
15.98 17.32 abal 52 31.8 164
15.33 15.51 abal 37.75 23.4 97
0.48 11.65 tico 19.5 23.2 172
1.37 14.81 tico 11.75 18.1 118
1.2 14.35 tico 9.75 19.8 135
1.87 12.99 tico 11.25 17.2 110
0.25 13.11 tico 23 26.1 205
2.82 11.69 tico 14 19.4 131
1.22 6.98 tico 22 23.9 180
40.47 15.1 fasy 54.5 33.4 185
42.5 13.99 fasy 40.25 34 191
49.06 1.86 fasy 65.5 33.9 190
42.03 9.41 lade 57.5 33.6 133
42.67 4 fasy 63 31.9 170
