x y species dbh height age
1.27 45.52 piab 73.5 42.8 154
48.22 44.3 piab 48.75 35.5 98
42.62 42.23 piab 38.5 33.5 87
32.84 42.01 piab 42.75 35.6 99
27.39 39.4 piab 49 38.7 120
25.08 40.22 piab 46 36.9 107
18.46 40.31 piab 48.5 40.2 132
13.56 39.19 piab 44.25 39.5 126
10.01 42.82 piab 57 39.9 129
9.26 38.69 piab 40 40 130
0.25 37.22 piab 35.25 35.1 96
5.31 48.37 piab 46.75 37.6 112
3.1 33.79 piab 41.75 38.7 120
3.89 32.3 piab 39.25 34.4 92
11.18 34.75 piab 49.5 39.9 129
8.1 30.39 piab 43.25 42.4 150
14.86 32.15 piab 45.5 38.4 118
19.2 35.03 piab 67.75 37.5 111
22.04 32.95 piab 41.25 36.1 102
25.38 35.18 piab 29.75 33.2 86
9.23 46.79 piab 44.25 38.2 116
31.13 36.66 piab 37.75 37.1 109
32.61 38.35 piab 46.5 39.3 125
39.72 39.48 piab 46.75 37.7 113
45.09 39.24 piab 44.75 36.6 105
44.98 35.54 piab 50 37 108
42.02 33.54 piab 40.25 35.9 101
38.77 33.8 piab 46.5 39.1 123
37.65 31.28 piab 64 40.6 135
27.98 30.59 piab 51.75 38 115
24.75 30.84 piab 34.75 34.9 95
14.79 48.31 piab 54 39.4 125
23.87 26.24 piab 35.25 35 95
16.39 29.66 piab 30.25 33.9 89
17.91 26.21 piab 52.25 37.6 112
10.21 29.28 piab 57 43.4 159
12.97 24.76 piab 35 37 108
7.94 24.49 piab 54.25 42.3 149
5.34 26.36 piab 46.5 35.6 99
2.67 24.49 piab 43.25 39.6 127
7.17 18.9 piab 52.5 38.1 116
6.24 15.89 piab 49.75 40.1 131
18.61 44.19 piab 35.75 35.3 97
14.78 20.47 piab 50 40.5 134
21.11 19.98 piab 41.5 37 108
24.48 19.67 piab 56.75 40.5 134
25.99 22.58 piab 57.75 42.8 154
32.07 23.51 piab 56.75 41 138
36.62 24.73 piab 53.5 43 156
38.93 28.86 piab 48.5 41.7 144
48.55 30.35 piab 47 36.2 103
48.11 25.77 piab 49 40.2 132
24.49 48.56 piab 54.5 41.9 146
47.49 21.2 piab 47 38 115
42.26 23.46 piab 40.5 37.4 111
39.77 23.28 piab 49.75 39.2 124
31.04 18.86 piab 52.5 41.4 142
12.51 12.97 piab 58 41.9 146
8.2 8.12 piab 44 40.2 132
4.2 5.7 piab 53.5 42.7 153
10.82 4.02 piab 44.5 41.1 139
30.16 45.84 piab 36.25 38.5 119
14.36 5.56 piab 48.25 43 156
17.18 7.15 piab 67 45.5 178
20.55 12.15 piab 31.25 27.7 63
26.2 13.69 piab 52.25 39.4 125
35.77 14.03 piab 44.25 38.6 119
37.65 15.51 piab 35 37.3 110
40.03 16.9 piab 31 30.5 74
47.25 13.66 piab 48.5 40.2 132
49.52 14.54 piab 44 39.5 126
36.59 47.07 piab 48 38.4 118
