x y species dbh height age
24.57 22.23 lade 47.5 33.1 177
2.93 8.54 fasy 9 8 51
28.8 38.86 quro 11.5 10.1 101
27 38.75 fasy 7 7.3 47
24.36 43.92 fasy 11 10.4 63
21.79 37.64 fasy 5.75 8.1 51
20.22 35.29 fasy 14 11.6 70
20.13 30.33 fasy 9 8.6 54
22.48 26.87 fasy 8.75 9.6 59
5.3 7.44 fasy 7.5 6.7 44
23.94 30.03 fasy 7.75 9.7 60
18.09 36.38 soau 10 9.7 47
17.62 36.61 soau 19.5 11.3 60
16.11 39.75 fasy 9 10.6 64
16.18 42.37 fasy 6.25 8.4 53
12.99 37.49 fasy 8 8.4 53
5.87 41.67 fasy 10.75 12.7 77
6.19 38.17 fasy 6.25 9.9 61
1.91 4.22 fasy 7.25 8.3 52
1.95 39.9 fasy 5.25 7.8 50
14.84 26.02 fasy 7 8.3 52
11.27 25.07 fasy 8.5 10.4 63
16.44 30.82 fasy 6.5 7.3 47
14.82 8.29 fasy 6.75 9.2 57
14.1 9.6 fasy 6.75 8.1 51
20.33 1.06 fasy 5.5 7.6 49
0.49 6.07 lade 54 33.5 181
6.54 1.37 lade 54.75 33.2 178
8.3 1.5 fasy 9 8.5 53
10.39 1.8 lade 61 33.5 181
13.98 1.09 fasy 11.75 10.9 66
17.22 0.25 fasy 11 11.2 68
20.45 2.02 fasy 6.75 7.6 49
23.65 17.12 lade 51.5 36.1 212
21.38 3.86 lade 55 33.8 185
49.21 7.85 lade 52.5 33 176
40.28 2.66 fasy 71.25 28.2 228
39.21 11.7 fasy 40.25 23.8 179
42.78 10.8 lade 49.5 33.2 178
39.38 12.92 fasy 28 28.1 227
35.7 14.01 fasy 46 32.9 281
36.1 18.86 lade 50.75 32.8 173
40.28 19.76 fasy 50 25.7 200
42.94 17.62 fasy 59 32.2 273
19.78 18.04 fasy 66 31.5 266
43.92 19.1 lade 50.5 32.9 174
48.4 14.11 fasy 58 25.1 193
41.25 26.16 lade 51.75 34 187
34.36 24.8 fasy 82.25 38.5 344
46.71 29.77 fasy 21.25 9.7 60
49.16 36.53 lade 46.75 33 176
46.26 38.37 fasy 37.25 16.9 108
45.89 43.35 fasy 36.5 18.5 122
49.76 47.55 lade 59.75 31 152
46.97 48.99 fasy 23.5 12.2 74
12.92 17.2 fasy 68.25 29.3 241
40.27 44.57 lade 58 31.8 162
38.24 37.91 fasy 26.5 13 79
37.18 38.78 lade 59.25 33.2 178
31.84 44.37 fasy 36.75 23 170
31.06 48.88 fasy 32 16.8 107
26.51 46.91 lade 56 34.3 191
23.45 40.85 lade 66.25 35.2 201
20.66 45.17 fasy 32 23.3 173
16.27 44.7 lade 59.5 34.8 197
9.07 46.47 lade 64 37.3 226
1.48 18.71 fasy 75.5 36.7 324
2.42 46.39 fasy 76 32.2 273
5.35 38.47 fasy 11.75 8.8 55
5.57 33.02 acps 10 14.5 145
7.67 31.74 lade 58 36.7 219
27.34 10.69 lade 38.5 34.7 195
13.01 10.95 fasy 8 8.9 55
11.05 8.5 fasy 5 6.3 42
11.76 6.4 fasy 10.25 12.4 75
11.76 6.4 fasy 10 11.4 69
12.3 4.3 fasy 6 7.6 49
13.13 2.99 fasy 8.5 11 67
26.81 6.5 fasy 62.75 31.3 263
32.29 9.07 fasy 37.5 26.5 209
33.5 8.38 fasy 50.25 27.6 222
35.1 5.48 fasy 42.5 32.9 281
21.96 11.84 lade 65.5 31.7 160
32.52 17.94 fasy 50.75 38 339
25.75 30.25 lade 61 35.5 205
0.25 14.61 fasy 38 15.4 96
22.76 28.35 lade 13 12.1 34
18.55 30.07 fasy 62 30.9 259
17.39 29.08 lade 11.5 11.2 32
13.53 31.41 fasy 14.25 10.9 66
9.43 26.11 soau 12.25 9.3 44
0.76 29.87 fasy 15.25 11.2 68
8.6 37.04 fasy 9.5 9 56
9.9 39.01 fasy 9 10.2 62
12.3 41.21 fasy 15.25 12 73
5.55 11.02 fasy 17.5 12 73
5.55 11.02 fasy 12.75 9.2 57
15.37 41.01 fasy 11 10.8 66
14.93 4.51 fasy 8.5 10.2 62
21.77 2.72 fasy 6 7.2 47
47.15 6.29 fasy 6.5 7 46
42.52 26.79 fasy 21 17.6 114
44.57 30.08 fasy 5.5 7.6 49
46.06 33.98 fasy 6.5 8.9 55
4.64 10.46 fasy 9.25 5.3 38
45.53 47.41 fasy 8.25 11.2 68
39.9 46.56 fasy 12.5 11.1 67
37.53 46.07 fasy 6.25 9.3 57
36.08 33.62 fasy 6 15.4 96
31.45 32.58 fasy 8.5 10.3 63
29.4 29.42 fasy 6 7.9 50
27.63 29.8 fasy 7 8.1 51
27.37 31.38 fasy 6.5 7.9 50
26.37 31.81 fasy 8 7.4 48
74.57 22.23 lade 47.5 33.1 177
52.93 8.54 fasy 9 8 51
78.8 38.86 quro 11.5 10.1 101
77 38.75 fasy 7 7.3 47
74.36 43.92 fasy 11 10.4 63
71.79 37.64 fasy 5.75 8.1 51
70.22 35.29 fasy 14 11.6 70
70.13 30.33 fasy 9 8.6 54
72.48 26.87 fasy 8.75 9.6 59
55.3 7.44 fasy 7.5 6.7 44
73.94 30.03 fasy 7.75 9.7 60
68.09 36.38 soau 10 9.7 47
67.62 36.61 soau 19.5 11.3 60
66.11 39.75 fasy 9 10.6 64
66.18 42.37 fasy 6.25 8.4 53
62.99 37.49 fasy 8 8.4 53
55.87 41.67 fasy 10.75 12.7 77
56.19 38.17 fasy 6.25 9.9 61
51.91 4.22 fasy 7.25 8.3 52
51.95 39.9 fasy 5.25 7.8 50
64.84 26.02 fasy 7 8.3 52
61.27 25.07 fasy 8.5 10.4 63
66.44 30.82 fasy 6.5 7.3 47
64.82 8.29 fasy 6.75 9.2 57
64.1 9.6 fasy 6.75 8.1 51
70.33 1.06 fasy 5.5 7.6 49
50.49 6.07 lade 54 33.5 181
56.54 1.37 lade 54.75 33.2 178
58.3 1.5 fasy 9 8.5 53
60.39 1.8 lade 61 33.5 181
63.98 1.09 fasy 11.75 10.9 66
67.22 0.25 fasy 11 11.2 68
70.45 2.02 fasy 6.75 7.6 49
73.65 17.12 lade 51.5 36.1 212
71.38 3.86 lade 55 33.8 185
99.21 7.85 lade 52.5 33 176
90.28 2.66 fasy 71.25 28.2 228
89.21 11.7 fasy 40.25 23.8 179
92.78 10.8 lade 49.5 33.2 178
89.38 12.92 fasy 28 28.1 227
85.7 14.01 fasy 46 32.9 281
86.1 18.86 lade 50.75 32.8 173
90.28 19.76 fasy 50 25.7 200
92.94 17.62 fasy 59 32.2 273
69.78 18.04 fasy 66 31.5 266
93.92 19.1 lade 50.5 32.9 174
98.4 14.11 fasy 58 25.1 193
91.25 26.16 lade 51.75 34 187
84.36 24.8 fasy 82.25 38.5 344
96.71 29.77 fasy 21.25 9.7 60
99.16 36.53 lade 46.75 33 176
96.26 38.37 fasy 37.25 16.9 108
95.89 43.35 fasy 36.5 18.5 122
99.76 47.55 lade 59.75 31 152
96.97 48.99 fasy 23.5 12.2 74
62.92 17.2 fasy 68.25 29.3 241
90.27 44.57 lade 58 31.8 162
88.24 37.91 fasy 26.5 13 79
87.18 38.78 lade 59.25 33.2 178
81.84 44.37 fasy 36.75 23 170
81.06 48.88 fasy 32 16.8 107
76.51 46.91 lade 56 34.3 191
73.45 40.85 lade 66.25 35.2 201
70.66 45.17 fasy 32 23.3 173
66.27 44.7 lade 59.5 34.8 197
59.07 46.47 lade 64 37.3 226
51.48 18.71 fasy 75.5 36.7 324
52.42 46.39 fasy 76 32.2 273
55.35 38.47 fasy 11.75 8.8 55
55.57 33.02 acps 10 14.5 145
57.67 31.74 lade 58 36.7 219
77.34 10.69 lade 38.5 34.7 195
63.01 10.95 fasy 8 8.9 55
61.05 8.5 fasy 5 6.3 42
61.76 6.4 fasy 10.25 12.4 75
61.76 6.4 fasy 10 11.4 69
62.3 4.3 fasy 6 7.6 49
63.13 2.99 fasy 8.5 11 67
76.81 6.5 fasy 62.75 31.3 263
82.29 9.07 fasy 37.5 26.5 209
83.5 8.38 fasy 50.25 27.6 222
85.1 5.48 fasy 42.5 32.9 281
71.96 11.84 lade 65.5 31.7 160
82.52 17.94 fasy 50.75 38 339
75.75 30.25 lade 61 35.5 205
50.25 14.61 fasy 38 15.4 96
72.76 28.35 lade 13 12.1 34
68.55 30.07 fasy 62 30.9 259
67.39 29.08 lade 11.5 11.2 32
63.53 31.41 fasy 14.25 10.9 66
59.43 26.11 soau 12.25 9.3 44
50.76 29.87 fasy 15.25 11.2 68
58.6 37.04 fasy 9.5 9 56
59.9 39.01 fasy 9 10.2 62
62.3 41.21 fasy 15.25 12 73
55.55 11.02 fasy 17.5 12 73
55.55 11.02 fasy 12.75 9.2 57
65.37 41.01 fasy 11 10.8 66
64.93 4.51 fasy 8.5 10.2 62
71.77 2.72 fasy 6 7.2 47
97.15 6.29 fasy 6.5 7 46
92.52 26.79 fasy 21 17.6 114
94.57 30.08 fasy 5.5 7.6 49
96.06 33.98 fasy 6.5 8.9 55
54.64 10.46 fasy 9.25 5.3 38
95.53 47.41 fasy 8.25 11.2 68
89.9 46.56 fasy 12.5 11.1 67
87.53 46.07 fasy 6.25 9.3 57
86.08 33.62 fasy 6 15.4 96
81.45 32.58 fasy 8.5 10.3 63
79.4 29.42 fasy 6 7.9 50
77.63 29.8 fasy 7 8.1 51
77.37 31.38 fasy 6.5 7.9 50
76.37 31.81 fasy 8 7.4 48
24.57 72.23 lade 47.5 33.1 177
2.93 58.54 fasy 9 8 51
28.8 88.86 quro 11.5 10.1 101
27 88.75 fasy 7 7.3 47
24.36 93.92 fasy 11 10.4 63
21.79 87.64 fasy 5.75 8.1 51
20.22 85.29 fasy 14 11.6 70
20.13 80.33 fasy 9 8.6 54
22.48 76.87 fasy 8.75 9.6 59
5.3 57.44 fasy 7.5 6.7 44
23.94 80.03 fasy 7.75 9.7 60
18.09 86.38 soau 10 9.7 47
17.62 86.61 soau 19.5 11.3 60
16.11 89.75 fasy 9 10.6 64
16.18 92.37 fasy 6.25 8.4 53
12.99 87.49 fasy 8 8.4 53
5.87 91.67 fasy 10.75 12.7 77
6.19 88.17 fasy 6.25 9.9 61
1.91 54.22 fasy 7.25 8.3 52
1.95 89.9 fasy 5.25 7.8 50
14.84 76.02 fasy 7 8.3 52
11.27 75.07 fasy 8.5 10.4 63
16.44 80.82 fasy 6.5 7.3 47
14.82 58.29 fasy 6.75 9.2 57
14.1 59.6 fasy 6.75 8.1 51
20.33 51.06 fasy 5.5 7.6 49
0.49 56.07 lade 54 33.5 181
6.54 51.37 lade 54.75 33.2 178
8.3 51.5 fasy 9 8.5 53
10.39 51.8 lade 61 33.5 181
13.98 51.09 fasy 11.75 10.9 66
17.22 50.25 fasy 11 11.2 68
20.45 52.02 fasy 6.75 7.6 49
23.65 67.12 lade 51.5 36.1 212
21.38 53.86 lade 55 33.8 185
49.21 57.85 lade 52.5 33 176
40.28 52.66 fasy 71.25 28.2 228
39.21 61.7 fasy 40.25 23.8 179
42.78 60.8 lade 49.5 33.2 178
39.38 62.92 fasy 28 28.1 227
35.7 64.01 fasy 46 32.9 281
