x y species dbh height age
1.25 46.1 piab 11.75 9.9 36
18.16 49.22 piab 27.5 24.9 94
18.55 8.07 pisy 46.25 22.6 67
19.98 8.64 piab 22.25 21 73
23.51 7.02 pisy 41.25 28 101
24.91 10.34 piab 34 28.2 117
25.12 13.23 pisy 28 20.9 59
27.64 12.1 piab 21.25 22.6 81
27.01 15.28 piab 24.25 24.1 89
31.66 16.42 piab 22.5 21.6 76
32.35 18.45 piab 13.75 18.2 62
31.75 20.41 piab 36.75 25.5 97
35.31 15.47 piab 27.5 24.2 89
37.19 15.05 piab 32 24.3 90
39.1 20.11 piab 39.25 26.8 106
43.8 18.62 piab 25.75 24.8 93
41.68 22.98 piab 25.25 25.1 95
43.78 22.92 piab 17 21.5 75
46.38 22.91 piab 26.5 24.9 94
45.07 23.67 piab 25.5 23.7 87
46.28 26.95 piab 19.5 23 83
48.9 21.13 piab 17.25 19.9 68
23.43 48.54 piab 32.25 26.1 101
47.76 16.87 piab 35.5 27.9 115
47.72 12.81 piab 36.5 26.6 105
41.89 13.86 piab 22.25 20.6 71
43.53 7.63 pisy 28.5 18.8 51
37.7 14.09 piab 31.5 27 108
37.38 6.82 piab 24.5 25.8 99
33.81 11.93 piab 31.5 28 115
33.49 5.09 piab 43 29 124
32.19 9.96 piab 32.25 27 108
31.53 12.66 piab 20 25.6 98
28.58 45.3 piab 20 22.2 79
27.21 5.74 piab 27.75 27.7 113
23.95 4.8 piab 30.25 25.8 99
20.14 2.06 pisy 36.5 32.1 140
15.48 0.25 pisy 37.25 28.1 102
30.51 1.36 piab 31.25 26.4 104
34.64 4.35 piab 25 24.9 94
40.13 4.51 piab 27.25 24 88
31.06 44.73 piab 26 24.5 91
44.26 4.41 piab 30 26.7 106
46.65 3.1 piab 29.75 25.3 96
46.95 7.36 piab 30 25.4 97
20.4 8.43 piab 24.75 25.2 96
31.38 47.88 piab 37 27.3 110
36.7 46.93 piab 28 24 88
38.75 47.97 piab 28 25.1 95
40.22 46.25 piab 22 23 83
41.54 49.36 piab 27 27.4 111
44.82 44.04 piab 26.75 23.6 86
47.4 42.77 piab 26 24.1 89
44.42 41.78 piab 18 20.1 69
42.14 39.7 pisy 36 26.8 92
32.38 43.25 piab 26.5 25.1 95
30.17 39.7 piab 35.5 28.6 120
28.28 40.11 piab 22.25 24.2 89
28.16 42.99 piab 26 24.6 92
24.39 41.61 piab 26 26.7 106
22.38 45.13 piab 26.75 24.8 93
1.98 49.49 pisy 31.5 26.1 87
21.09 42.39 piab 41.5 27.7 113
18.41 39.78 piab 26 24.6 92
19.21 37.17 piab 33.5 27.7 113
16.23 35.58 piab 31.5 27.3 110
15.64 37.52 piab 22.5 24.7 92
11.48 37.16 piab 27.25 25.6 98
5.07 36.66 piab 26 25.2 96
4.59 38.56 piab 22.5 25.6 98
3.43 38.57 piab 20.75 22.7 81
2.73 40.77 pisy 29.75 23.7 73
4.72 49.32 pisy 26.75 21.8 63
3.96 46.74 pisy 32.25 26.1 87
1.17 42.48 pisy 34.75 30.4 122
0.25 33.37 pisy 43 30.4 122
6.53 31.78 pisy 25.5 18.4 50
7.92 30.02 pisy 44.25 28.7 107
13.34 28.02 pisy 44 29.6 115
14.35 34.32 pisy 19.75 19.8 55
23.53 33.16 piab 33.25 26.6 105
6.92 46.81 pisy 42.5 26.4 89
25.38 37 pisy 36.25 28.7 107
22.9 39.12 piab 19 22.2 79
26.18 34.17 piab 24.25 24.9 94
29.72 37.51 piab 26.75 25.3 96
37.22 36.96 piab 40.5 26.3 103
37.82 34.58 pisy 31.75 29.6 115
41.67 35.87 pisy 41.5 23.8 73
44.83 36.68 piab 30.25 24.7 92
48.62 37.98 piab 29 25.1 95
47.01 35.41 piab 19.25 22.8 82
11.79 43.26 piab 32.75 27.6 112
46.8 29.86 pisy 48.75 28.4 105
1.24 21.76 pisy 32.25 29.2 111
1.19 16.71 piab 35.75 29.1 125
5.83 15.67 pisy 28.75 22.7 68
6.45 13.84 pisy 35.75 24.4 77
5.18 11.84 pisy 47.5 28.8 108
10.83 14.81 piab 35 26.2 102
12.52 12.31 piab 36.75 28.8 122
16.37 17.26 piab 18 19.9 68
24.47 20.46 piab 23.25 23.2 84
23.89 22.48 piab 34.75 26.2 102
27.2 26.05 piab 23 25.1 95
29.29 25.9 piab 22 25 94
31.44 25.71 piab 21.5 22.4 80
35.7 21.96 piab 21.5 22.7 81
38.9 26.51 pisy 39 24.9 80
44.17 30.8 piab 25 23.7 87
36.25 28.27 piab 39.5 23.8 87
14.26 47.69 piab 29 25.6 98
29.99 27.06 piab 21.5 24.3 90
25.81 27.63 piab 35.25 28 115
20.1 28.88 pisy 38.25 27.5 98
20.12 24.11 piab 36.5 20.2 70
14.57 24.95 piab 24 16.9 57
13.27 21 pisy 38.75 31.2 130
9.61 19.86 piab 34 29.9 132
12.31 25.03 piab 14 14.2 48
7.65 23.24 piab 44.25 30.2 134
18.62 47.34 piab 27 26 101
1.71 7.98 pisy 30.5 24.2 76
10.63 2.46 piab 9.5 6.1 27
8.88 4.91 piab 32.5 21.1 73
12.09 5.37 piab 22 22.8 82
12.48 8.27 piab 24.75 24.8 93
15.37 7.31 pisy 31.5 26.6 91
14.16 4.68 piab 29.5 27 108
12.14 7.38 piab 6.5 4 21
17.49 10.92 piab 7.5 4.2 22
51.25 46.1 piab 11.75 9.9 36
68.16 49.22 piab 27.5 24.9 94
68.55 8.07 pisy 46.25 22.6 67
69.98 8.64 piab 22.25 21 73
73.51 7.02 pisy 41.25 28 101
74.91 10.34 piab 34 28.2 117
75.12 13.23 pisy 28 20.9 59
77.64 12.1 piab 21.25 22.6 81
77.01 15.28 piab 24.25 24.1 89
81.66 16.42 piab 22.5 21.6 76
82.35 18.45 piab 13.75 18.2 62
81.75 20.41 piab 36.75 25.5 97
85.31 15.47 piab 27.5 24.2 89
87.19 15.05 piab 32 24.3 90
89.1 20.11 piab 39.25 26.8 106
93.8 18.62 piab 25.75 24.8 93
91.68 22.98 piab 25.25 25.1 95
93.78 22.92 piab 17 21.5 75
96.38 22.91 piab 26.5 24.9 94
95.07 23.67 piab 25.5 23.7 87
96.28 26.95 piab 19.5 23 83
98.9 21.13 piab 17.25 19.9 68
73.43 48.54 piab 32.25 26.1 101
97.76 16.87 piab 35.5 27.9 115
97.72 12.81 piab 36.5 26.6 105
91.89 13.86 piab 22.25 20.6 71
93.53 7.63 pisy 28.5 18.8 51
87.7 14.09 piab 31.5 27 108
87.38 6.82 piab 24.5 25.8 99
83.81 11.93 piab 31.5 28 115
83.49 5.09 piab 43 29 124
82.19 9.96 piab 32.25 27 108
81.53 12.66 piab 20 25.6 98
78.58 45.3 piab 20 22.2 79
77.21 5.74 piab 27.75 27.7 113
73.95 4.8 piab 30.25 25.8 99
70.14 2.06 pisy 36.5 32.1 140
65.48 0.25 pisy 37.25 28.1 102
80.51 1.36 piab 31.25 26.4 104
84.64 4.35 piab 25 24.9 94
90.13 4.51 piab 27.25 24 88
81.06 44.73 piab 26 24.5 91
94.26 4.41 piab 30 26.7 106
96.65 3.1 piab 29.75 25.3 96
96.95 7.36 piab 30 25.4 97
70.4 8.43 piab 24.75 25.2 96
81.38 47.88 piab 37 27.3 110
86.7 46.93 piab 28 24 88
88.75 47.97 piab 28 25.1 95
90.22 46.25 piab 22 23 83
91.54 49.36 piab 27 27.4 111
94.82 44.04 piab 26.75 23.6 86
97.4 42.77 piab 26 24.1 89
94.42 41.78 piab 18 20.1 69
92.14 39.7 pisy 36 26.8 92
82.38 43.25 piab 26.5 25.1 95
80.17 39.7 piab 35.5 28.6 120
78.28 40.11 piab 22.25 24.2 89
78.16 42.99 piab 26 24.6 92
74.39 41.61 piab 26 26.7 106
72.38 45.13 piab 26.75 24.8 93
51.98 49.49 pisy 31.5 26.1 87
71.09 42.39 piab 41.5 27.7 113
68.41 39.78 piab 26 24.6 92
69.21 37.17 piab 33.5 27.7 113
66.23 35.58 piab 31.5 27.3 110
65.64 37.52 piab 22.5 24.7 92
61.48 37.16 piab 27.25 25.6 98
55.07 36.66 piab 26 25.2 96
54.59 38.56 piab 22.5 25.6 98
53.43 38.57 piab 20.75 22.7 81
52.73 40.77 pisy 29.75 23.7 73
54.72 49.32 pisy 26.75 21.8 63
53.96 46.74 pisy 32.25 26.1 87
51.17 42.48 pisy 34.75 30.4 122
50.25 33.37 pisy 43 30.4 122
56.53 31.78 pisy 25.5 18.4 50
57.92 30.02 pisy 44.25 28.7 107
63.34 28.02 pisy 44 29.6 115
64.35 34.32 pisy 19.75 19.8 55
73.53 33.16 piab 33.25 26.6 105
56.92 46.81 pisy 42.5 26.4 89
75.38 37 pisy 36.25 28.7 107
72.9 39.12 piab 19 22.2 79
76.18 34.17 piab 24.25 24.9 94
79.72 37.51 piab 26.75 25.3 96
87.22 36.96 piab 40.5 26.3 103
87.82 34.58 pisy 31.75 29.6 115
91.67 35.87 pisy 41.5 23.8 73
94.83 36.68 piab 30.25 24.7 92
98.62 37.98 piab 29 25.1 95
97.01 35.41 piab 19.25 22.8 82
61.79 43.26 piab 32.75 27.6 112
96.8 29.86 pisy 48.75 28.4 105
51.24 21.76 pisy 32.25 29.2 111
51.19 16.71 piab 35.75 29.1 125
55.83 15.67 pisy 28.75 22.7 68
56.45 13.84 pisy 35.75 24.4 77
55.18 11.84 pisy 47.5 28.8 108
60.83 14.81 piab 35 26.2 102
62.52 12.31 piab 36.75 28.8 122
66.37 17.26 piab 18 19.9 68
74.47 20.46 piab 23.25 23.2 84
73.89 22.48 piab 34.75 26.2 102
77.2 26.05 piab 23 25.1 95
79.29 25.9 piab 22 25 94
81.44 25.71 piab 21.5 22.4 80
85.7 21.96 piab 21.5 22.7 81
88.9 26.51 pisy 39 24.9 80
94.17 30.8 piab 25 23.7 87
86.25 28.27 piab 39.5 23.8 87
64.26 47.69 piab 29 25.6 98
79.99 27.06 piab 21.5 24.3 90
75.81 27.63 piab 35.25 28 115
70.1 28.88 pisy 38.25 27.5 98
70.12 24.11 piab 36.5 20.2 70
64.57 24.95 piab 24 16.9 57
63.27 21 pisy 38.75 31.2 130
59.61 19.86 piab 34 29.9 132
62.31 25.03 piab 14 14.2 48
57.65 23.24 piab 44.25 30.2 134
68.62 47.34 piab 27 26 101
51.71 7.98 pisy 30.5 24.2 76
60.63 2.46 piab 9.5 6.1 27
58.88 4.91 piab 32.5 21.1 73
62.09 5.37 piab 22 22.8 82
62.48 8.27 piab 24.75 24.8 93
65.37 7.31 pisy 31.5 26.6 91
64.16 4.68 piab 29.5 27 108
62.14 7.38 piab 6.5 4 21
67.49 10.92 piab 7.5 4.2 22
1.25 96.1 piab 11.75 9.9 36
18.16 99.22 piab 27.5 24.9 94
18.55 58.07 pisy 46.25 22.6 67
19.98 58.64 piab 22.25 21 73
23.51 57.02 pisy 41.25 28 101
24.91 60.34 piab 34 28.2 117
25.12 63.23 pisy 28 20.9 59
27.64 62.1 piab 21.25 22.6 81
27.01 65.28 piab 24.25 24.1 89
31.66 66.42 piab 22.5 21.6 76
32.35 68.45 piab 13.75 18.2 62
31.75 70.41 piab 36.75 25.5 97
35.31 65.47 piab 27.5 24.2 89
37.19 65.05 piab 32 24.3 90
39.1 70.11 piab 39.25 26.8 106
43.8 68.62 piab 25.75 24.8 93
41.68 72.98 piab 25.25 25.1 95
43.78 72.92 piab 17 21.5 75
46.38 72.91 piab 26.5 24.9 94
45.07 73.67 piab 25.5 23.7 87
46.28 76.95 piab 19.5 23 83
48.9 71.13 piab 17.25 19.9 68
23.43 98.54 piab 32.25 26.1 101
47.76 66.87 piab 35.5 27.9 115
47.72 62.81 piab 36.5 26.6 105
41.89 63.86 piab 22.25 20.6 71
43.53 57.63 pisy 28.5 18.8 51
37.7 64.09 piab 31.5 27 108
37.38 56.82 piab 24.5 25.8 99
33.81 61.93 piab 31.5 28 115
33.49 55.09 piab 43 29 124
32.19 59.96 piab 32.25 27 108
31.53 62.66 piab 20 25.6 98
28.58 95.3 piab 20 22.2 79
27.21 55.74 piab 27.75 27.7 113
23.95 54.8 piab 30.25 25.8 99
20.14 52.06 pisy 36.5 32.1 140
15.48 50.25 pisy 37.25 28.1 102
30.51 51.36 piab 31.25 26.4 104
34.64 54.35 piab 25 24.9 94
40.13 54.51 piab 27.25 24 88
31.06 94.73 piab 26 24.5 91
44.26 54.41 piab 30 26.7 106
46.65 53.1 piab 29.75 25.3 96
46.95 57.36 piab 30 25.4 97
20.4 58.43 piab 24.75 25.2 96
31.38 97.88 piab 37 27.3 110
36.7 96.93 piab 28 24 88
38.75 97.97 piab 28 25.1 95
40.22 96.25 piab 22 23 83
41.54 99.36 piab 27 27.4 111
44.82 94.04 piab 26.75 23.6 86
47.4 92.77 piab 26 24.1 89
44.42 91.78 piab 18 20.1 69
42.14 89.7 pisy 36 26.8 92
32.38 93.25 piab 26.5 25.1 95
30.17 89.7 piab 35.5 28.6 120
28.28 90.11 piab 22.25 24.2 89
28.16 92.99 piab 26 24.6 92
24.39 91.61 piab 26 26.7 106
22.38 95.13 piab 26.75 24.8 93
1.98 99.49 pisy 31.5 26.1 87
21.09 92.39 piab 41.5 27.7 113
18.41 89.78 piab 26 24.6 92
19.21 87.17 piab 33.5 27.7 113
16.23 85.58 piab 31.5 27.3 110
15.64 87.52 piab 22.5 24.7 92
11.48 87.16 piab 27.25 25.6 98
5.07 86.66 piab 26 25.2 96
4.59 88.56 piab 22.5 25.6 98
3.43 88.57 piab 20.75 22.7 81
2.73 90.77 pisy 29.75 23.7 73
4.72 99.32 pisy 26.75 21.8 63
3.96 96.74 pisy 32.25 26.1 87
1.17 92.48 pisy 34.75 30.4 122
0.25 83.37 pisy 43 30.4 122
6.53 81.78 pisy 25.5 18.4 50
7.92 80.02 pisy 44.25 28.7 107
13.34 78.02 pisy 44 29.6 115
14.35 84.32 pisy 19.75 19.8 55
23.53 83.16 piab 33.25 26.6 105
6.92 96.81 pisy 42.5 26.4 89
25.38 87 pisy 36.25 28.7 107
22.9 89.12 piab 19 22.2 79
26.18 84.17 piab 24.25 24.9 94
29.72 87.51 piab 26.75 25.3 96
37.22 86.96 piab 40.5 26.3 103
37.82 84.58 pisy 31.75 29.6 115
41.67 85.87 pisy 41.5 23.8 73
44.83 86.68 piab 30.25 24.7 92
48.62 87.98 piab 29 25.1 95
47.01 85.41 piab 19.25 22.8 82
11.79 93.26 piab 32.75 27.6 112
46.8 79.86 pisy 48.75 28.4 105
1.24 71.76 pisy 32.25 29.2 111
1.19 66.71 piab 35.75 29.1 125
5.83 65.67 pisy 28.75 22.7 68
6.45 63.84 pisy 35.75 24.4 77
5.18 61.84 pisy 47.5 28.8 108
10.83 64.81 piab 35 26.2 102
12.52 62.31 piab 36.75 28.8 122
16.37 67.26 piab 18 19.9 68
24.47 70.46 piab 23.25 23.2 84
23.89 72.48 piab 34.75 26.2 102
27.2 76.05 piab 23 25.1 95
29.29 75.9 piab 22 25 94
31.44 75.71 piab 21.5 22.4 80
35.7 71.96 piab 21.5 22.7 81
38.9 76.51 pisy 39 24.9 80
44.17 80.8 piab 25 23.7 87
36.25 78.27 piab 39.5 23.8 87
14.26 97.69 piab 29 25.6 98
29.99 77.06 piab 21.5 24.3 90
25.81 77.63 piab 35.25 28 115
20.1 78.88 pisy 38.25 27.5 98
20.12 74.11 piab 36.5 20.2 70
14.57 74.95 piab 24 16.9 57
13.27 71 pisy 38.75 31.2 130
9.61 69.86 piab 34 29.9 132
12.31 75.03 piab 14 14.2 48
7.65 73.24 piab 44.25 30.2 134
18.62 97.34 piab 27 26 101
1.71 57.98 pisy 30.5 24.2 76
10.63 52.46 piab 9.5 6.1 27
8.88 54.91 piab 32.5 21.1 73
12.09 55.37 piab 22 22.8 82
12.48 58.27 piab 24.75 24.8 93
15.37 57.31 pisy 31.5 26.6 91
14.16 54.68 piab 29.5 27 108
12.14 57.38 piab 6.5 4 21
17.49 60.92 piab 7.5 4.2 22
51.25 96.1 piab 11.75 9.9 36
68.16 99.22 piab 27.5 24.9 94
68.55 58.07 pisy 46.25 22.6 67
69.98 58.64 piab 22.25 21 73
73.51 57.02 pisy 41.25 28 101
74.91 60.34 piab 34 28.2 117
75.12 63.23 pisy 28 20.9 59
77.64 62.1 piab 21.25 22.6 81
77.01 65.28 piab 24.25 24.1 89
81.66 66.42 piab 22.5 21.6 76
82.35 68.45 piab 13.75 18.2 62
81.75 70.41 piab 36.75 25.5 97
85.31 65.47 piab 27.5 24.2 89
87.19 65.05 piab 32 24.3 90
89.1 70.11 piab 39.25 26.8 106
93.8 68.62 piab 25.75 24.8 93
91.68 72.98 piab 25.25 25.1 95
93.78 72.92 piab 17 21.5 75
96.38 72.91 piab 26.5 24.9 94
95.07 73.67 piab 25.5 23.7 87
96.28 76.95 piab 19.5 23 83
98.9 71.13 piab 17.25 19.9 68
73.43 98.54 piab 32.25 26.1 101
97.76 66.87 piab 35.5 27.9 115
97.72 62.81 piab 36.5 26.6 105
91.89 63.86 piab 22.25 20.6 71
