x y species dbh height age
10.57 41.28 piab 74 40.5 134
23.35 32.47 piab 56.75 49 209
23.11 31.83 fasy 27 14.9 150
25.64 28.38 piab 42.25 34.6 93
17.22 30.24 piab 65.5 42.9 155
17.5 23.79 piab 52.25 41.9 146
14.82 25.64 fasy 24.25 11.7 116
13.14 24.92 piab 52.25 42.4 150
7.11 22.11 piab 71 45.8 180
6.66 23.76 fasy 11 10.5 105
3.77 24.86 fasy 31 17.1 176
6.1 37.64 fasy 22.75 14.6 146
3.32 17.71 fasy 27.25 16.4 168
2.86 12.53 piab 63 42.4 150
9.41 15.94 piab 69.5 44.9 172
12.85 11.73 fasy 16 10.3 103
17.93 19 piab 53.25 44.7 171
20.39 19.01 piab 64.25 36.8 107
24.74 21.21 fasy 31.25 15.5 157
25.24 21.9 piab 62.5 46 182
0.25 41.6 fasy 47.25 20.1 212
27.95 20.05 fasy 23.25 15.4 156
25.85 45.98 piab 41.5 44.4 168
29.22 44.29 piab 52.75 44.8 171
31.02 45.48 piab 59.5 45.2 175
33.07 38.17 piab 57.25 39.8 128
33.52 37.73 piab 10.75 7.8 21
38.9 42.67 piab 9.5 7 20
40.5 43.71 piab 11.25 7 20
40.19 45.35 piab 9.75 6.2 18
39.03 45.57 piab 10.25 6.5 19
4.49 34.55 fasy 20.5 12.9 128
43.18 45.09 fasy 8 6.9 75
44.13 46.82 piab 9.5 7.3 20
30.8 24.47 piab 62.5 42.3 149
41.85 23.37 piab 63.75 43.7 162
45.27 17.58 piab 62.75 42.8 154
45.14 16.32 fasy 8.75 5.6 65
42.92 10.72 fasy 40 17.9 185
19.5 30.57 piab 47.75 37.2 161
41.19 41.18 piab 53.25 38.9 177
31.29 38.36 piab 13.25 8.3 27
49 2.74 fasy 21.75 11.2 111
41.27 2.45 fasy 28.25 15.2 153
35.34 11.89 piab 69.25 38.3 117
33.99 16.7 fasy 30.75 14.4 144
31.99 15.58 fasy 16.25 12.5 124
29.81 12.24 fasy 20.25 11.7 116
29.89 8.88 piab 66.5 35 95
29.11 5.48 fasy 25.25 15.4 156
30.72 4.39 piab 68.5 43.2 157
33.07 4.08 fasy 34 17.5 181
9.04 31.74 fasy 30.25 14.8 149
27.43 16.46 piab 45.5 43 156
26.72 15.74 fasy 10 11.9 118
26.22 15.37 fasy 12.75 16.4 168
23.63 12.31 piab 70.5 44.2 166
22.04 12.44 fasy 21.75 14.2 142
19.06 10.54 fasy 25 15.7 159
14.9 8.81 piab 64.25 43.7 162
12.61 5.09 piab 63.5 45.7 179
13.07 0.48 fasy 40.5 20.6 218
12.11 32.45 piab 67.75 45.8 180
8.87 4.41 fasy 19.75 12.5 124
7.16 2.18 piab 87.5 49.2 210
2.86 0.25 fasy 21 14.4 144
4.88 49.03 piab 13.25 8.4 22
15.46 40.1 fasy 35 15.9 162
24.86 34.94 piab 54.5 47.7 197
60.57 41.28 piab 74 40.5 134
73.35 32.47 piab 56.75 49 209
73.11 31.83 fasy 27 14.9 150
75.64 28.38 piab 42.25 34.6 93
67.22 30.24 piab 65.5 42.9 155
67.5 23.79 piab 52.25 41.9 146
64.82 25.64 fasy 24.25 11.7 116
63.14 24.92 piab 52.25 42.4 150
57.11 22.11 piab 71 45.8 180
56.66 23.76 fasy 11 10.5 105
53.77 24.86 fasy 31 17.1 176
56.1 37.64 fasy 22.75 14.6 146
53.32 17.71 fasy 27.25 16.4 168
52.86 12.53 piab 63 42.4 150
59.41 15.94 piab 69.5 44.9 172
62.85 11.73 fasy 16 10.3 103
67.93 19 piab 53.25 44.7 171
70.39 19.01 piab 64.25 36.8 107
74.74 21.21 fasy 31.25 15.5 157
75.24 21.9 piab 62.5 46 182
50.25 41.6 fasy 47.25 20.1 212
77.95 20.05 fasy 23.25 15.4 156
75.85 45.98 piab 41.5 44.4 168
79.22 44.29 piab 52.75 44.8 171
81.02 45.48 piab 59.5 45.2 175
83.07 38.17 piab 57.25 39.8 128
83.52 37.73 piab 10.75 7.8 21
88.9 42.67 piab 9.5 7 20
90.5 43.71 piab 11.25 7 20
90.19 45.35 piab 9.75 6.2 18
89.03 45.57 piab 10.25 6.5 19
54.49 34.55 fasy 20.5 12.9 128
93.18 45.09 fasy 8 6.9 75
94.13 46.82 piab 9.5 7.3 20
80.8 24.47 piab 62.5 42.3 149
91.85 23.37 piab 63.75 43.7 162
95.27 17.58 piab 62.75 42.8 154
95.14 16.32 fasy 8.75 5.6 65
92.92 10.72 fasy 40 17.9 185
69.5 30.57 piab 47.75 37.2 161
91.19 41.18 piab 53.25 38.9 177
81.29 38.36 piab 13.25 8.3 27
99 2.74 fasy 21.75 11.2 111
