x y species dbh height age
34.24 48.34 fasy 22.75 26.6 53
49.46 32.85 fasy 14.5 18 33
44.31 32.58 fasy 27.75 31 68
44.08 35.21 fasy 21 27.8 57
42.73 35.6 fasy 20.25 29.2 61
40.01 35.05 fasy 23.25 28.7 60
39.67 32.18 fasy 29 35.5 88
38.12 33.49 fasy 14.25 23 44
37.93 30.92 fasy 30.5 30.8 67
34.59 32.57 fasy 12.25 29.6 63
33.01 32.54 fasy 20.25 30.2 65
31.04 35.43 fasy 15.5 21.2 39
29.96 34.48 fasy 24 30.5 66
28.47 34.28 fasy 11.5 22.4 42
27.28 35.48 fasy 24.25 29.4 62
29.05 32.89 fasy 12.25 20.2 37
30.47 32.93 fasy 10 19 35
24.89 34.77 fasy 17.5 27 54
24.21 34.59 fasy 29.25 29.8 63
26.04 30.68 fasy 20.5 29 61
36.31 46.98 fasy 18.75 29 61
23.41 31.25 fasy 24.5 31.4 69
23.15 33.12 fasy 21.75 27.3 55
22.11 35.17 fasy 16 29.9 64
21.53 34.62 fasy 10.5 17.4 32
19.15 31.55 fasy 13.5 15.9 29
17.73 32.31 fasy 28.75 29.2 61
19.12 28.31 fasy 39.5 35.1 86
12.62 33.35 fasy 24 34.2 81
38.8 47.88 fasy 17.75 20.3 38
9.52 32.01 fasy 20.75 28.1 58
13.01 28.14 fasy 25 30.5 66
8.32 32.41 fasy 10.5 17.8 32
11.13 26.98 fasy 20.75 30.2 65
8.67 30.08 fasy 19 27.5 56
5.07 30.51 fasy 15.25 30.7 67
8.41 28.74 acps 19.5 26 51
39.06 47.23 fasy 31.75 28.4 59
7.83 26.46 fasy 12 16.1 29
6.45 28.31 fasy 24.75 28.2 58
6.13 25.85 fasy 13.25 20.7 38
5.62 27.6 fasy 22 26.9 54
5.76 23.16 fasy 14.75 20.8 39
2.09 22.9 fasy 18 20.1 37
4.01 22.29 fasy 16.25 26.6 53
5.04 21.21 fasy 17.5 21.8 41
2.24 18.81 fasy 19.25 20.1 37
6.45 20.51 fasy 15.75 24.5 47
7.51 23.37 fasy 20.5 28.8 60
10.71 25.3 fasy 15.5 28.5 59
8.93 20.74 fasy 20 35.3 87
11.73 23.73 fasy 21 20.2 37
9.55 20.21 fasy 14 24.5 47
41.12 46.16 fasy 32.75 28.3 58
15.34 26.28 fasy 18.25 33.3 77
12.2 21.67 fasy 16.25 28 57
