x y species dbh height age
43.37 26.63 abal 47.5 33.9 100
43.93 21.71 piab 53.75 39.4 125
38.93 23.84 piab 53.75 39 122
39.1 19.01 piab 37 33.8 89
37.76 28.59 piab 73.25 41.7 144
37.58 33.61 piab 51.25 36.8 107
32.69 38.41 piab 59.75 40 130
27.96 31.08 piab 65 39.2 124
27.39 38.2 abal 37.75 30.9 85
22.93 31.05 fasy 29.25 25.2 170
27.88 40.64 fasy 24 13.7 72
21.73 40.22 fasy 30.25 25.2 170
18.17 33.02 piab 74.25 40.8 137
20.53 36.7 fasy 14.5 13.5 71
17.83 39.94 fasy 21.75 21.6 132
16.92 37.65 fasy 14.75 18.1 101
15.04 38.67 fasy 17.5 16.6 90
13.36 32.04 fasy 25.75 21.8 134
8.43 37.16 piab 64.5 40.2 132
11.25 32.29 piab 48 38.7 120
31.25 48.8 abal 48.25 34.7 105
6.26 34.97 abal 43.75 33.9 100
10.46 28.07 piab 49.5 35.7 100
0.81 37.49 piab 46 38.2 116
3.13 29.72 piab 66 44 164
3.19 41.66 piab 52.5 43.3 158
4.58 31.69 fasy 18.25 14 73
2.67 22.08 piab 39.75 36.6 105
9 45.72 fasy 27.75 23.7 154
9 45.72 fasy 15 16.5 89
37.08 45.88 abal 65.75 43.1 167
13.44 45.77 piab 70 41.1 139
4.29 21.21 piab 46.25 38.6 119
9.64 41.01 fasy 19.25 18.5 104
7.57 13.24 piab 54 38.4 118
9.08 40.88 fasy 13.25 11.3 59
11.87 20.37 piab 55 40 130
11.16 22.69 abal 35.25 31.9 90
14.78 18.91 fasy 17.25 10.8 57
3.5 6.01 piab 43 36.1 102
15.92 12.31 piab 50.75 35.2 97
41.31 44.97 abal 65.25 39.1 135
12.2 10 piab 57.25 37.5 111
0.25 3.95 fasy 29.75 24.2 159
15.69 7.7 abal 56.25 35.9 113
7.73 6.71 piab 50.25 34 90
23.39 8.57 abal 54.5 36.9 119
23.95 0.25 abal 53.25 32.2 91
27.77 11.96 piab 52.75 31.7 79
