x y species dbh height age
40.49 14.52 piab 61.5 35.9 101
36.54 13.27 piab 28.25 22 47
27.07 19.88 piab 74.25 39.2 124
22.07 19.9 piab 50.25 34.1 90
20.84 24.09 piab 63.5 38.9 122
15.78 24.73 piab 57 39.7 128
10.94 27.47 piab 82 42.1 148
3.16 34.62 piab 77.5 41.5 143
0.25 15.28 piab 67 40.4 133
4.48 13.1 piab 68 42.8 154
9.73 14.06 piab 78.5 42.6 152
19.73 15.98 piab 54.5 34.8 94
25.51 13.53 piab 71 40.2 132
30.37 11.4 piab 57.75 36.8 107
36.53 8.56 piab 53.25 36.6 105
45.31 7.78 piab 56.25 28.2 65
44.74 5 piab 44.75 35.4 98
46.22 1.09 piab 56 36.8 107
49.16 5.29 piab 51 36.9 107
29.09 0.7 piab 60 38.8 121
23.95 0.25 piab 53.25 33.4 87
20.08 7.06 piab 47.25 32.2 81
17.72 6.35 piab 47 33.8 89
18.09 2.94 piab 47.5 34.1 90
15.92 9.25 piab 45.75 34.8 94
8.07 0.99 piab 72.5 41.2 140
8.08 7.79 piab 46.25 34.4 92
90.49 14.52 piab 61.5 35.9 101
86.54 13.27 piab 28.25 22 47
77.07 19.88 piab 74.25 39.2 124
72.07 19.9 piab 50.25 34.1 90
70.84 24.09 piab 63.5 38.9 122
65.78 24.73 piab 57 39.7 128
60.94 27.47 piab 82 42.1 148
53.16 34.62 piab 77.5 41.5 143
50.25 15.28 piab 67 40.4 133
54.48 13.1 piab 68 42.8 154
59.73 14.06 piab 78.5 42.6 152
69.73 15.98 piab 54.5 34.8 94
75.51 13.53 piab 71 40.2 132
80.37 11.4 piab 57.75 36.8 107
86.53 8.56 piab 53.25 36.6 105
95.31 7.78 piab 56.25 28.2 65
94.74 5 piab 44.75 35.4 98
96.22 1.09 piab 56 36.8 107
99.16 5.29 piab 51 36.9 107
79.09 0.7 piab 60 38.8 121
73.95 0.25 piab 53.25 33.4 87
70.08 7.06 piab 47.25 32.2 81
67.72 6.35 piab 47 33.8 89
68.09 2.94 piab 47.5 34.1 90
65.92 9.25 piab 45.75 34.8 94
58.07 0.99 piab 72.5 41.2 140
58.08 7.79 piab 46.25 34.4 92
40.49 64.52 piab 61.5 35.9 101
36.54 63.27 piab 28.25 22 47
27.07 69.88 piab 74.25 39.2 124
22.07 69.9 piab 50.25 34.1 90
20.84 74.09 piab 63.5 38.9 122
15.78 74.73 piab 57 39.7 128
10.94 77.47 piab 82 42.1 148
3.16 84.62 piab 77.5 41.5 143
0.25 65.28 piab 67 40.4 133
4.48 63.1 piab 68 42.8 154
9.73 64.06 piab 78.5 42.6 152
19.73 65.98 piab 54.5 34.8 94
25.51 63.53 piab 71 40.2 132
30.37 61.4 piab 57.75 36.8 107
36.53 58.56 piab 53.25 36.6 105
45.31 57.78 piab 56.25 28.2 65
44.74 55 piab 44.75 35.4 98
46.22 51.09 piab 56 36.8 107
49.16 55.29 piab 51 36.9 107
29.09 50.7 piab 60 38.8 121
23.95 50.25 piab 53.25 33.4 87
20.08 57.06 piab 47.25 32.2 81
17.72 56.35 piab 47 33.8 89
18.09 52.94 piab 47.5 34.1 90
15.92 59.25 piab 45.75 34.8 94
8.07 50.99 piab 72.5 41.2 140
8.08 57.79 piab 46.25 34.4 92
90.49 64.52 piab 61.5 35.9 101
86.54 63.27 piab 28.25 22 47
77.07 69.88 piab 74.25 39.2 124
72.07 69.9 piab 50.25 34.1 90
70.84 74.09 piab 63.5 38.9 122
65.78 74.73 piab 57 39.7 128
60.94 77.47 piab 82 42.1 148
53.16 84.62 piab 77.5 41.5 143
50.25 65.28 piab 67 40.4 133
54.48 63.1 piab 68 42.8 154
59.73 64.06 piab 78.5 42.6 152
69.73 65.98 piab 54.5 34.8 94
75.51 63.53 piab 71 40.2 132
80.37 61.4 piab 57.75 36.8 107
86.53 58.56 piab 53.25 36.6 105
95.31 57.78 piab 56.25 28.2 65
94.74 55 piab 44.75 35.4 98
96.22 51.09 piab 56 36.8 107
99.16 55.29 piab 51 36.9 107
79.09 50.7 piab 60 38.8 121
73.95 50.25 piab 53.25 33.4 87
70.08 57.06 piab 47.25 32.2 81
67.72 56.35 piab 47 33.8 89
68.09 52.94 piab 47.5 34.1 90
65.92 59.25 piab 45.75 34.8 94
58.07 50.99 piab 72.5 41.2 140
58.08 57.79 piab 46.25 34.4 92
