x y species dbh height age
42.92 43.23 piab 13 11.4 27
45.76 19.6 fasy 6.75 13.3 112
42.46 22.19 fasy 7.5 12.3 103
35.79 19.44 fasy 7.75 13.8 116
36.73 20.34 fasy 6.75 14.3 121
37.93 23.09 fasy 10.75 15.9 138
36.5 23.14 fasy 8 12.5 104
35.9 26.75 fasy 10.25 16.5 145
34.45 24.95 fasy 7.25 10.9 91
45.63 17.71 fasy 8.75 13 109
40.93 18.83 fasy 12.5 17.9 161
40.4 41.61 fasy 11.25 12.1 101
40.78 18.43 fasy 6.5 14.2 120
40.03 18.22 fasy 7.75 14.5 123
33.54 20.46 fasy 17.25 13.3 112
32.05 18.34 fasy 8 13.3 112
31.83 23.84 fasy 5.75 10.8 90
21.73 45.63 fasy 13.25 18 162
42.5 17.4 fasy 8.25 14 118
45.7 14.41 fasy 5.75 13.9 117
44.01 45.04 fasy 10 13.6 114
44.01 45.04 fasy 13.75 13.2 111
45.91 14.85 fasy 9.5 14.7 125
42.74 15.13 fasy 6.25 7.9 69
35.08 13.23 fasy 6.25 11.4 95
41.27 16.67 fasy 8.75 13.8 116
16.06 26.4 fasy 6.75 13.7 115
20.98 24.62 fasy 20 17.7 158
19.29 26.5 fasy 10.5 15.8 137
19.29 26.5 fasy 7.75 12.7 106
21.13 27.65 fasy 6.25 10.9 91
23.98 25.99 fasy 7 11.6 97
14.96 26.89 fasy 7 14 118
15.95 22.63 fasy 8.75 11.4 95
12.13 22.26 piab 94 42 147
10.89 20.4 fasy 36.5 27.7 277
3.58 19.28 fasy 74 37.5 393
0.84 21.92 fasy 7 12.2 102
0.25 13.23 piab 33 22.3 48
11.12 15.34 piab 75.75 51.4 63
23.1 16.02 fasy 6.75 15 128
12.93 12.71 piab 69.5 45.1 174
19.82 15.05 piab 114 46.2 184
25.21 20.52 fasy 6.75 9.6 81
23.67 20.79 fasy 6 12.3 103
19.4 14 fasy 7.25 10.1 85
19.88 16.14 fasy 11.5 14.3 121
27.48 20.77 fasy 5.5 10.2 86
25.85 19.94 fasy 6 9.6 81
24.47 16.87 fasy 7.25 12.7 106
26.61 43.9 fasy 10 15.9 138
26.26 17.74 fasy 5.75 11.2 93
27.11 16.66 fasy 8 13.7 115
27.08 17.49 fasy 6 12.8 107
27.9 17.98 fasy 5.75 10.4 87
31.09 17.1 fasy 7.5 11 92
30.94 16.12 fasy 5.75 11.6 97
30.24 15.13 fasy 5.5 10.2 86
23.97 12.67 fasy 6.25 10.9 91
25.66 14.23 fasy 7 11.2 93
29.61 13.64 fasy 11 13.8 116
21.73 45.63 ulgl 76 38.2 137
26.57 12.43 fasy 6.25 12.4 103
26.08 10.72 fasy 7 11.6 97
22.39 8.58 fasy 7.75 12.4 103
24.73 10.91 fasy 8.25 11.9 99
17.17 6.93 fasy 30.75 24.7 241
13.26 6.81 fasy 62.75 32.8 337
7.06 2.74 fasy 33.75 28.5 286
2.67 0.25 fasy 43.75 29.1 293
23.25 2.2 piab 106 48.5 204
23.39 6.61 fasy 8.75 11.3 94
26.92 44.19 fasy 15.75 16.2 141
26.92 44.19 fasy 6 11.4 95
26.23 5.88 fasy 6.5 11.4 95
29.19 1.81 fasy 13.75 14.8 126
25.32 1.59 fasy 7.75 12.7 106
25.01 0.83 fasy 7 15.6 135
25.82 0.36 fasy 7 14.7 125
22.11 2.71 fasy 6.25 10.8 90
25.87 8.58 fasy 6 11.2 93
26.84 9.22 fasy 7.5 11.7 98
28.32 10.07 fasy 6 12.2 102
22.11 41.73 fasy 16.75 18 162
39.59 9.42 acps 53.9 30.7 159
38.54 13.33 fasy 7.25 11.7 98
33.2 7.23 fasy 7.25 14.1 119
36.32 12.43 fasy 5.5 11.1 93
36.68 12.36 fasy 6.75 11.9 99
34.01 8.14 fasy 6 11.3 94
32.87 10.1 fasy 7.25 13.1 110
34.36 12.25 fasy 6.5 10.5 88
43.56 11.61 fasy 7.5 12.8 107
44.96 12.66 fasy 5.5 10 84
43.66 8.86 fasy 6.75 14 118
46.63 7.79 fasy 9.25 15.3 131
47.66 9.97 fasy 7 12 100
43.12 10.75 piab 90 49.7 215
44.13 3.71 fasy 6 10.7 90
44.23 4.75 fasy 5.25 10.4 87
42.44 7.37 fasy 6 9.8 83
