x y species dbh height age
30.85 50 fasy 14.25 10.1 85
42.03 42.55 fasy 6.25 11.8 42
22.07 22.77 fasy 25.5 28.3 136
42.33 41.58 fasy 11.5 17.6 64
42.33 41.58 fasy 12.25 17.6 64
42.26 40.9 fasy 9.25 15.2 54
45.06 43.5 fasy 11.75 16.1 58
46.71 43.63 fasy 8 13.2 47
37.92 42.67 fasy 5.75 9.4 34
36.87 42.47 fasy 9.5 12.8 45
38.66 42.16 fasy 8.25 16.4 59
38.66 42.16 fasy 9.25 16.4 59
37.82 41.83 fasy 8.75 13.5 48
45.75 46.04 fasy 8 13.6 48
34.72 48.61 fasy 78.75 41.5 265
42.33 36.36 fasy 6.75 11.4 41
45.75 38.96 fasy 5.75 11.2 40
38.38 33.61 fasy 5.75 10.7 38
38.17 39.05 fasy 9 13.4 47
36.74 36.78 fasy 8.25 11.9 42
42 34.48 fasy 6.25 10.6 38
47.02 36.63 fasy 7.5 11.1 40
45.95 40.12 fasy 7 12.8 45
44.08 45.29 fasy 5.75 12.6 45
41.33 36.97 fasy 6.5 10.9 39
23.4 33.76 fasy 10 12.5 44
32.13 28.95 fasy 67.55 35.2 203
45.61 31.72 fasy 5.5 8.2 31
39.63 32.98 fasy 5.5 10.2 37
35.14 32.17 fasy 7.25 9 33
26.08 35.89 fasy 19.75 18.1 67
24.29 30.82 fasy 20.75 23.9 100
40.41 26.24 fasy 61.5 33.2 183
41.76 30.34 fasy 5.25 7.6 29
43.16 46.07 fasy 5.5 13.3 47
38.98 31.97 fasy 5.75 8.9 33
14.76 40.83 fasy 29.25 36.4 215
18.3 39.61 fasy 24 33.1 182
19.14 39.67 fasy 29.5 33.8 189
25.68 50 fasy 43.25 34 191
23.42 37.49 fasy 19.25 22.8 93
12.17 43.26 fasy 10.25 10.5 38
13.51 41.72 fasy 25.5 32.4 175
26.04 44.05 fasy 74 43.1 281
42.79 47.72 fasy 7.75 11.7 42
5.12 33.28 fasy 14.5 9.4 34
5.75 40.74 fasy 94.5 37.5 226
11.41 35.91 fasy 41.5 34 191
14.94 35.22 fasy 13.5 12.6 45
16.84 33.76 fasy 23.75 27.7 130
6.24 32.19 fasy 9.25 12.1 43
15.74 29.07 fasy 41 33.5 186
10.22 32.22 fasy 16.5 23.5 97
5.88 29.5 fasy 26.75 29.9 151
4.35 18.91 fasy 10.75 7.7 29
8.1 27.4 fasy 26.75 30.6 158
8.03 24.51 fasy 26.75 30.6 158
16.69 23.82 fasy 34.25 33.2 183
19.28 24.67 fasy 32.25 32.4 175
0.25 16.12 fasy 100 43.9 289
12.79 19.45 fasy 17 17.6 64
1.6 19.08 fasy 6.5 3.8 18
11.26 22.52 fasy 18.5 24.1 101
45.54 47.63 fasy 9.25 15.7 56
31.69 14.79 fasy 8.25 6.8 27
45.69 10.44 fasy 19.75 25.9 115
47.11 14.79 fasy 12.5 8.8 33
36.64 19.17 fasy 95 41.9 269
24.94 22.88 fasy 13 10.2 37
33.17 13.84 fasy 83.25 36.3 214
41.84 11.1 fasy 20.75 24.2 102
45.69 14.87 fasy 22.5 24.2 102
43.43 45.65 fasy 7 14.6 52
26.05 6.03 fasy 14.25 12.8 45
15.7 10.34 fasy 14.25 3.4 17
17.87 18.34 piab 145.5 51.3 197
24.7 9.39 fasy 12.75 12.8 45
21.8 16.1 piab 75.5 45.4 140
19.21 6.17 fasy 13 15.6 56
16.18 9 fasy 20 10.9 39
17.68 16.32 fasy 14.25 15 53
22.89 12.25 fasy 12.75 13.2 47
40.72 45.96 fasy 6.25 12 43
29.83 16.22 fasy 14.25 11.3 40
21.55 2.2 fasy 99 37.1 222
28.49 0.95 fasy 72 39.6 246
39.39 1.85 fasy 81.75 40.2 252
48.39 4.46 fasy 12.75 13.5 48
16.54 1.51 fasy 10.25 6.7 26
16.11 0.25 fasy 64.25 41.1 261
2.55 1.12 fasy 13.25 11 39
80.85 50 fasy 14.25 10.1 85
92.03 42.55 fasy 6.25 11.8 42
72.07 22.77 fasy 25.5 28.3 136
92.33 41.58 fasy 11.5 17.6 64
92.33 41.58 fasy 12.25 17.6 64
92.26 40.9 fasy 9.25 15.2 54
95.06 43.5 fasy 11.75 16.1 58
96.71 43.63 fasy 8 13.2 47
87.92 42.67 fasy 5.75 9.4 34
86.87 42.47 fasy 9.5 12.8 45
88.66 42.16 fasy 8.25 16.4 59
88.66 42.16 fasy 9.25 16.4 59
87.82 41.83 fasy 8.75 13.5 48
95.75 46.04 fasy 8 13.6 48
84.72 48.61 fasy 78.75 41.5 265
92.33 36.36 fasy 6.75 11.4 41
95.75 38.96 fasy 5.75 11.2 40
88.38 33.61 fasy 5.75 10.7 38
88.17 39.05 fasy 9 13.4 47
86.74 36.78 fasy 8.25 11.9 42
92 34.48 fasy 6.25 10.6 38
97.02 36.63 fasy 7.5 11.1 40
95.95 40.12 fasy 7 12.8 45
94.08 45.29 fasy 5.75 12.6 45
91.33 36.97 fasy 6.5 10.9 39
73.4 33.76 fasy 10 12.5 44
82.13 28.95 fasy 67.55 35.2 203
95.61 31.72 fasy 5.5 8.2 31
89.63 32.98 fasy 5.5 10.2 37
85.14 32.17 fasy 7.25 9 33
76.08 35.89 fasy 19.75 18.1 67
74.29 30.82 fasy 20.75 23.9 100
90.41 26.24 fasy 61.5 33.2 183
91.76 30.34 fasy 5.25 7.6 29
93.16 46.07 fasy 5.5 13.3 47
88.98 31.97 fasy 5.75 8.9 33
64.76 40.83 fasy 29.25 36.4 215
68.3 39.61 fasy 24 33.1 182
69.14 39.67 fasy 29.5 33.8 189
75.68 50 fasy 43.25 34 191
73.42 37.49 fasy 19.25 22.8 93
62.17 43.26 fasy 10.25 10.5 38
63.51 41.72 fasy 25.5 32.4 175
76.04 44.05 fasy 74 43.1 281
92.79 47.72 fasy 7.75 11.7 42
55.12 33.28 fasy 14.5 9.4 34
55.75 40.74 fasy 94.5 37.5 226
61.41 35.91 fasy 41.5 34 191
64.94 35.22 fasy 13.5 12.6 45
66.84 33.76 fasy 23.75 27.7 130
56.24 32.19 fasy 9.25 12.1 43
65.74 29.07 fasy 41 33.5 186
60.22 32.22 fasy 16.5 23.5 97
55.88 29.5 fasy 26.75 29.9 151
54.35 18.91 fasy 10.75 7.7 29
58.1 27.4 fasy 26.75 30.6 158
58.03 24.51 fasy 26.75 30.6 158
66.69 23.82 fasy 34.25 33.2 183
69.28 24.67 fasy 32.25 32.4 175
50.25 16.12 fasy 100 43.9 289
62.79 19.45 fasy 17 17.6 64
51.6 19.08 fasy 6.5 3.8 18
61.26 22.52 fasy 18.5 24.1 101
95.54 47.63 fasy 9.25 15.7 56
81.69 14.79 fasy 8.25 6.8 27
95.69 10.44 fasy 19.75 25.9 115
97.11 14.79 fasy 12.5 8.8 33
86.64 19.17 fasy 95 41.9 269
74.94 22.88 fasy 13 10.2 37
83.17 13.84 fasy 83.25 36.3 214
91.84 11.1 fasy 20.75 24.2 102
95.69 14.87 fasy 22.5 24.2 102
93.43 45.65 fasy 7 14.6 52
76.05 6.03 fasy 14.25 12.8 45
65.7 10.34 fasy 14.25 3.4 17
67.87 18.34 piab 145.5 51.3 197
74.7 9.39 fasy 12.75 12.8 45
71.8 16.1 piab 75.5 45.4 140
69.21 6.17 fasy 13 15.6 56
66.18 9 fasy 20 10.9 39
67.68 16.32 fasy 14.25 15 53
72.89 12.25 fasy 12.75 13.2 47
90.72 45.96 fasy 6.25 12 43
79.83 16.22 fasy 14.25 11.3 40
71.55 2.2 fasy 99 37.1 222
78.49 0.95 fasy 72 39.6 246
89.39 1.85 fasy 81.75 40.2 252
98.39 4.46 fasy 12.75 13.5 48
66.54 1.51 fasy 10.25 6.7 26
66.11 0.25 fasy 64.25 41.1 261
52.55 1.12 fasy 13.25 11 39
30.85 100 fasy 14.25 10.1 85
42.03 92.55 fasy 6.25 11.8 42
22.07 72.77 fasy 25.5 28.3 136
42.33 91.58 fasy 11.5 17.6 64
42.33 91.58 fasy 12.25 17.6 64
42.26 90.9 fasy 9.25 15.2 54
45.06 93.5 fasy 11.75 16.1 58
46.71 93.63 fasy 8 13.2 47
37.92 92.67 fasy 5.75 9.4 34
36.87 92.47 fasy 9.5 12.8 45
38.66 92.16 fasy 8.25 16.4 59
38.66 92.16 fasy 9.25 16.4 59
37.82 91.83 fasy 8.75 13.5 48
45.75 96.04 fasy 8 13.6 48
34.72 98.61 fasy 78.75 41.5 265
42.33 86.36 fasy 6.75 11.4 41
45.75 88.96 fasy 5.75 11.2 40
38.38 83.61 fasy 5.75 10.7 38
38.17 89.05 fasy 9 13.4 47
36.74 86.78 fasy 8.25 11.9 42
42 84.48 fasy 6.25 10.6 38
47.02 86.63 fasy 7.5 11.1 40
45.95 90.12 fasy 7 12.8 45
44.08 95.29 fasy 5.75 12.6 45
41.33 86.97 fasy 6.5 10.9 39
23.4 83.76 fasy 10 12.5 44
32.13 78.95 fasy 67.55 35.2 203
45.61 81.72 fasy 5.5 8.2 31
39.63 82.98 fasy 5.5 10.2 37
35.14 82.17 fasy 7.25 9 33
26.08 85.89 fasy 19.75 18.1 67
24.29 80.82 fasy 20.75 23.9 100
40.41 76.24 fasy 61.5 33.2 183
41.76 80.34 fasy 5.25 7.6 29
43.16 96.07 fasy 5.5 13.3 47
38.98 81.97 fasy 5.75 8.9 33
14.76 90.83 fasy 29.25 36.4 215
18.3 89.61 fasy 24 33.1 182
19.14 89.67 fasy 29.5 33.8 189
25.68 100 fasy 43.25 34 191
23.42 87.49 fasy 19.25 22.8 93
12.17 93.26 fasy 10.25 10.5 38
13.51 91.72 fasy 25.5 32.4 175
26.04 94.05 fasy 74 43.1 281
42.79 97.72 fasy 7.75 11.7 42
5.12 83.28 fasy 14.5 9.4 34
5.75 90.74 fasy 94.5 37.5 226
11.41 85.91 fasy 41.5 34 191
14.94 85.22 fasy 13.5 12.6 45
16.84 83.76 fasy 23.75 27.7 130
6.24 82.19 fasy 9.25 12.1 43
15.74 79.07 fasy 41 33.5 186
10.22 82.22 fasy 16.5 23.5 97
5.88 79.5 fasy 26.75 29.9 151
4.35 68.91 fasy 10.75 7.7 29
8.1 77.4 fasy 26.75 30.6 158
8.03 74.51 fasy 26.75 30.6 158
16.69 73.82 fasy 34.25 33.2 183
19.28 74.67 fasy 32.25 32.4 175
0.25 66.12 fasy 100 43.9 289
12.79 69.45 fasy 17 17.6 64
1.6 69.08 fasy 6.5 3.8 18
11.26 72.52 fasy 18.5 24.1 101
45.54 97.63 fasy 9.25 15.7 56
31.69 64.79 fasy 8.25 6.8 27
45.69 60.44 fasy 19.75 25.9 115
47.11 64.79 fasy 12.5 8.8 33
36.64 69.17 fasy 95 41.9 269
24.94 72.88 fasy 13 10.2 37
33.17 63.84 fasy 83.25 36.3 214
41.84 61.1 fasy 20.75 24.2 102
45.69 64.87 fasy 22.5 24.2 102
43.43 95.65 fasy 7 14.6 52
26.05 56.03 fasy 14.25 12.8 45
15.7 60.34 fasy 14.25 3.4 17
17.87 68.34 piab 145.5 51.3 197
24.7 59.39 fasy 12.75 12.8 45
21.8 66.1 piab 75.5 45.4 140
19.21 56.17 fasy 13 15.6 56
16.18 59 fasy 20 10.9 39
17.68 66.32 fasy 14.25 15 53
22.89 62.25 fasy 12.75 13.2 47
40.72 95.96 fasy 6.25 12 43
29.83 66.22 fasy 14.25 11.3 40
21.55 52.2 fasy 99 37.1 222
28.49 50.95 fasy 72 39.6 246
39.39 51.85 fasy 81.75 40.2 252
48.39 54.46 fasy 12.75 13.5 48
16.54 51.51 fasy 10.25 6.7 26
16.11 50.25 fasy 64.25 41.1 261
2.55 51.12 fasy 13.25 11 39
80.85 100 fasy 14.25 10.1 85
92.03 92.55 fasy 6.25 11.8 42
72.07 72.77 fasy 25.5 28.3 136
92.33 91.58 fasy 11.5 17.6 64
92.33 91.58 fasy 12.25 17.6 64
92.26 90.9 fasy 9.25 15.2 54
95.06 93.5 fasy 11.75 16.1 58
96.71 93.63 fasy 8 13.2 47
87.92 92.67 fasy 5.75 9.4 34
86.87 92.47 fasy 9.5 12.8 45
88.66 92.16 fasy 8.25 16.4 59
88.66 92.16 fasy 9.25 16.4 59
87.82 91.83 fasy 8.75 13.5 48
95.75 96.04 fasy 8 13.6 48
84.72 98.61 fasy 78.75 41.5 265
92.33 86.36 fasy 6.75 11.4 41
95.75 88.96 fasy 5.75 11.2 40
88.38 83.61 fasy 5.75 10.7 38
88.17 89.05 fasy 9 13.4 47
86.74 86.78 fasy 8.25 11.9 42
92 84.48 fasy 6.25 10.6 38
97.02 86.63 fasy 7.5 11.1 40
95.95 90.12 fasy 7 12.8 45
94.08 95.29 fasy 5.75 12.6 45
91.33 86.97 fasy 6.5 10.9 39
73.4 83.76 fasy 10 12.5 44
82.13 78.95 fasy 67.55 35.2 203
95.61 81.72 fasy 5.5 8.2 31
89.63 82.98 fasy 5.5 10.2 37
85.14 82.17 fasy 7.25 9 33
76.08 85.89 fasy 19.75 18.1 67
74.29 80.82 fasy 20.75 23.9 100
90.41 76.24 fasy 61.5 33.2 183
91.76 80.34 fasy 5.25 7.6 29
93.16 96.07 fasy 5.5 13.3 47
88.98 81.97 fasy 5.75 8.9 33
64.76 90.83 fasy 29.25 36.4 215
68.3 89.61 fasy 24 33.1 182
69.14 89.67 fasy 29.5 33.8 189
75.68 100 fasy 43.25 34 191
73.42 87.49 fasy 19.25 22.8 93
62.17 93.26 fasy 10.25 10.5 38
63.51 91.72 fasy 25.5 32.4 175
76.04 94.05 fasy 74 43.1 281
92.79 97.72 fasy 7.75 11.7 42
55.12 83.28 fasy 14.5 9.4 34
55.75 90.74 fasy 94.5 37.5 226
61.41 85.91 fasy 41.5 34 191
64.94 85.22 fasy 13.5 12.6 45
66.84 83.76 fasy 23.75 27.7 130
56.24 82.19 fasy 9.25 12.1 43
65.74 79.07 fasy 41 33.5 186
60.22 82.22 fasy 16.5 23.5 97
55.88 79.5 fasy 26.75 29.9 151
54.35 68.91 fasy 10.75 7.7 29
58.1 77.4 fasy 26.75 30.6 158
58.03 74.51 fasy 26.75 30.6 158
66.69 73.82 fasy 34.25 33.2 183
69.28 74.67 fasy 32.25 32.4 175
50.25 66.12 fasy 100 43.9 289
62.79 69.45 fasy 17 17.6 64
51.6 69.08 fasy 6.5 3.8 18
61.26 72.52 fasy 18.5 24.1 101
95.54 97.63 fasy 9.25 15.7 56
81.69 64.79 fasy 8.25 6.8 27
95.69 60.44 fasy 19.75 25.9 115
97.11 64.79 fasy 12.5 8.8 33
86.64 69.17 fasy 95 41.9 269
74.94 72.88 fasy 13 10.2 37
83.17 63.84 fasy 83.25 36.3 214
91.84 61.1 fasy 20.75 24.2 102
95.69 64.87 fasy 22.5 24.2 102
93.43 95.65 fasy 7 14.6 52
76.05 56.03 fasy 14.25 12.8 45
65.7 60.34 fasy 14.25 3.4 17
67.87 68.34 piab 145.5 51.3 197
74.7 59.39 fasy 12.75 12.8 45
71.8 66.1 piab 75.5 45.4 140
69.21 56.17 fasy 13 15.6 56
66.18 59 fasy 20 10.9 39
67.68 66.32 fasy 14.25 15 53
72.89 62.25 fasy 12.75 13.2 47
90.72 95.96 fasy 6.25 12 43
79.83 66.22 fasy 14.25 11.3 40
71.55 52.2 fasy 99 37.1 222
78.49 50.95 fasy 72 39.6 246
89.39 51.85 fasy 81.75 40.2 252
98.39 54.46 fasy 12.75 13.5 48
66.54 51.51 fasy 10.25 6.7 26
66.11 50.25 fasy 64.25 41.1 261
52.55 51.12 fasy 13.25 11 39
