x y species dbh height age
27.56 45.46 fasy 20 24.5 57
45.65 47.51 abal 29.5 29.8 80
14.32 16.42 fasy 14.75 22.7 51
12.05 26.63 fasy 18.5 21.1 47
12.07 20.79 fasy 16.5 23.5 54
9.19 20.58 fasy 15.25 18.4 40
6.65 16.84 fasy 44.5 33.7 99
5.94 19.05 fasy 15.25 27.4 68
4.23 19.48 fasy 33.25 35 108
4.63 17.61 fasy 13.5 24.1 56
2 17.3 fasy 19 31.3 86
0.25 10.36 frex 42.25 29.6 69
42.91 26.42 acps 43.5 31.2 85
43.33 24.75 fasy 13 20 44
42.97 20.95 abal 26 29.6 79
40.31 19.39 piab 28 27.8 64
38.12 20.65 fasy 26 26.8 66
37.01 20.45 fasy 32.75 30 79
32.77 19.89 fasy 43.75 32.6 93
30.3 17.73 fasy 20.5 31.8 88
28.77 20.29 piab 38.75 26.1 58
46.86 21.51 piab 40.5 31.9 80
46.43 17.93 piab 63.25 37 108
44.37 15.84 fasy 14 27.1 67
48.72 11.54 fasy 11.5 25.8 62
49.28 11.7 fasy 18.75 26.8 66
25.27 24.44 abal 57 34 101
49.25 9.36 fasy 21 32.1 90
1.54 11.18 fasy 8 10.3 23
5.34 11.39 fasy 28 32.1 90
2.15 1.12 fasy 8.5 12.1 26
5.95 5.71 fasy 38.5 33.5 98
5.18 1.9 frex 31 31.5 78
7.19 5.54 fasy 32.5 30.9 84
6.62 1.17 fasy 15.25 17.2 37
9.59 12.71 fasy 13 18.8 41
10.8 1.44 fasy 13 21.6 48
29.59 29.79 piab 40.5 31.1 85
11.51 14.07 fasy 20 26.6 65
32.38 13.66 fasy 25.25 31 84
49.93 8.14 fasy 14.5 20.8 46
34.57 11.52 piab 47.75 34.1 90
48.05 7.33 fasy 12.5 19.7 43
36.01 10.45 fasy 30 36.6 119
49.85 2.87 fasy 18.25 26.2 63
39.88 16.87 piab 40.75 29.4 69
39.42 13.04 abal 46.25 32.7 94
45.21 37.38 acps 34.25 33.4 98
47.19 1.72 fasy 36 33.3 97
47.19 1.72 fasy 13.25 18.5 40
12.58 3.94 fasy 34.5 34.9 107
12.13 9.47 fasy 40.25 33.2 96
14.6 3.7 abal 27.25 26.4 67
15.13 14.2 fasy 18.25 26.3 64
20.05 18.55 abal 35 30.1 81
44.27 37.61 acps 28.75 27.1 67
15.92 8.33 fasy 24.75 34 101
39.76 9.74 fasy 33.25 34.7 106
44.12 12.29 fasy 28.5 27.8 70
35.25 1.54 fasy 41.75 32.4 92
45.58 8.09 fasy 33.75 31.4 86
37.46 0.43 fasy 22 24.8 58
43.11 5.7 fasy 16.5 21.1 47
42.37 1.82 fasy 21 29.6 77
41.81 4.21 fasy 32.75 30.5 82
46.66 44.15 abal 17.5 24.5 61
44.11 0.25 fasy 16.75 22.6 51
17.15 7.43 fasy 25.5 30 79
19.75 16.82 fasy 15.25 24.8 58
19.5 11.35 fasy 20.5 29.5 77
22.41 15.52 fasy 28.25 25 59
22.2 7 fasy 39.25 32.3 91
21.78 14.52 fasy 9.25 11.5 25
23.15 0.71 fasy 23.5 27.4 68
24.08 12.3 fasy 36 32.9 95
27.34 19.13 fasy 15.5 19.1 42
27.98 14.8 fasy 32.5 30.4 81
45.14 3.39 fasy 30.75 32.2 91
28.63 11.64 fasy 22.75 32.1 90
45.25 1.68 fasy 22.25 32.6 93
30.97 8.67 fasy 35.5 34.1 102
31.42 10.73 fasy 13 4.1 12
36.67 14 fasy 8.75 14.8 32
20 2.47 fasy 43.75 36.2 116
40.23 34.1 piab 30.25 31.1 76
36.12 32.92 piab 34.5 31.1 76
40.5 38.95 fasy 17.5 20.1 44
33.52 34.57 fasy 39.25 34.5 104
40.52 40.52 fasy 27.25 29 75
34.72 36.98 fasy 16.25 18.3 40
39.52 40.84 fasy 23 34.6 105
30.09 37.23 fasy 31 32.3 91
38.98 42.18 fasy 15.25 28.1 71
32.17 41.67 fasy 36.25 35.4 110
36.62 38.28 fasy 12.75 23.6 54
31.49 44.64 piab 37 32 80
33.69 42.54 abal 29 23.7 58
35.33 40.82 abal 29.75 26 66
29.2 26.42 fasy 17.5 19.9 44
40.24 30.59 piab 36.75 28.9 67
30.66 25.58 piab 13.75 21.5 46
41.64 32.14 piab 26.25 29.4 69
31.84 24.6 fasy 30.25 29.6 77
48.5 28.66 acps 42 29.3 76
35.26 25.55 fasy 24.25 30 79
36.57 43.63 fasy 40.25 34.9 107
38 26.13 acps 44.5 30.6 82
21.62 49.97 piab 58.5 34.1 90
11.4 45.33 fasy 54 36.3 132
7.15 47.98 fasy 11.25 17.8 38
3.25 47.83 frex 37.75 34.7 94
3.18 45.94 fasy 13 22.3 50
