x y species dbh height age
1.4 44.87 piab 27 26.4 46
31.64 49.42 piab 34.25 28.4 50
41.06 20.02 piab 18 21.9 37
37.26 21.88 piab 45.5 27.9 49
36.44 19.26 piab 23.25 22.8 39
35.09 23.94 piab 21.5 25.1 43
29.72 22.39 piab 29 27.7 49
29.58 20.63 piab 26.5 25 43
31.04 16.15 piab 33.75 24.4 42
27.59 13.74 piab 27.25 25.1 43
25.92 13.65 piab 19 22.3 38
23.31 16.19 piab 26.5 24.7 42
36.48 48.99 piab 21.5 23.4 40
21.3 14.24 piab 20.75 23.7 41
22.28 11.98 piab 33 26.2 45
19.09 11.44 piab 23.5 24.1 41
16.89 13.49 piab 21 21.8 37
13.42 16.43 piab 19.5 22.1 38
13.89 14.65 piab 13.5 19.7 34
11.7 13.5 piab 35.25 26.2 45
11.5 11.55 piab 27.75 24.5 42
4.12 15.61 piab 35.75 29.6 53
2.05 13.53 piab 23.75 25.9 45
2.86 12.47 piab 26 26.2 45
4.86 10.88 piab 30.75 23.9 41
2.84 6.25 piab 26.25 25.6 44
5.66 6.73 piab 17.75 21.3 36
8.11 8.08 piab 22.25 21.8 37
10.24 6.02 piab 20.5 25.2 43
12.08 6.3 piab 36.75 28.8 51
16.74 10.38 piab 29.75 25.7 44
18.01 7.44 piab 28 26 45
22.73 8.17 piab 34.75 28.3 50
46.63 49.12 piab 29.5 27 47
27.42 9.05 piab 23.5 22.4 38
30.5 5.97 piab 30.25 26 45
32.17 9.64 piab 38.25 26.1 45
34.35 6.24 piab 30 27.4 48
35.6 12.02 piab 23 23.7 41
41.37 8.02 piab 33.75 27.3 48
43.59 7.8 piab 35.5 27.3 48
44.37 17.2 quro 43.25 20.4 31
47 14.49 piab 6.5 4.2 12
45.18 31.8 piab 6.25 7.4 17
48.74 47.31 piab 21 25.3 44
49.43 3.24 piab 7 7.6 17
35.01 0 piab 8.75 8.8 19
46.62 3.25 piab 23.5 18.9 33
45.12 4.75 piab 32 28.2 50
40.26 0.64 piab 26.25 27.2 48
39.65 4.5 piab 31.25 26 45
35.02 3.57 piab 21.25 25.1 43
35.02 2.13 piab 20.5 23.3 40
31.79 1.67 piab 24.25 23.8 41
